token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44
112,punct,-1.0974457,0.692595,-0.75905144,-0.36248508,-0.65115035,-0.35621238,0.6139883,-0.6201076,-0.26121575,-0.14922348,0.18887588,1.5510468,-0.23469776,0.13035522,0.18811843,-0.1401546,0.1448299,-0.15103254,-0.08315153,0.7511518,-0.93799543,0.16958477,0.43361527,0.2486632,1.964767,0.015203546,-0.78768295,0.7498934,-0.4278988,0.2357878,-0.9545674,0.4768807,-0.8507645,-0.8737888,0.25307107,-0.15699199,-0.7948004,-0.98093504,0.26215252,-0.8086562,-0.22044873,-0.25954378,0.28082624,0.6823308,0.19068335
113,punct,-1.0590869,0.2751778,-0.32014218,-0.751903,-0.29395053,-0.3233361,-0.07212417,-0.53914464,0.033146646,-0.12128394,0.16622943,-0.30338612,0.06311417,0.21998511,0.33745515,-0.3059351,0.15621005,0.15820706,-0.23759384,0.6151011,-1.0335884,0.5517084,0.023174439,0.9331661,1.7529405,0.014740559,-0.8690883,0.9523368,-0.12018068,-0.14635481,-1.1206448,-0.61709404,0.7416645,0.57732713,-0.13434821,0.2123621,-1.5006354,-0.71716875,-0.11344766,-1.186854,-0.59413487,-0.2115047,0.57055336,0.89503723,0.7384221
114,punct,-0.9865952,0.08259958,-0.109039016,-0.7572687,0.06447987,-0.2837442,0.2750336,-0.5697981,0.112065524,-0.07104614,0.16873494,-0.19943325,-0.1828162,0.3708513,-0.040448286,-0.29804686,0.16966869,-0.41347268,0.26720876,0.4539611,-1.2985955,0.5922963,0.49373755,0.012010165,1.8079658,0.023042673,-1.2698464,1.1804434,-0.16161063,-0.30842927,-1.0020181,0.7442693,0.0060211555,0.5289958,0.75389487,0.1651355,-0.5671503,-0.69314164,-0.38763604,-1.4839691,-0.440466,-0.6102051,-0.2654514,1.3876201,0.4574774
115,punct,-0.85895604,0.053976048,0.013897345,-0.62994725,-0.14956518,-0.29789722,0.22580922,-0.55027544,0.08266017,-0.14944051,0.14246327,0.07565014,0.28964627,0.11126058,-0.1733503,-0.28845719,0.15959394,-0.32842958,-0.34007192,0.43628898,-1.1204556,1.0490147,0.7232533,0.32536116,1.7966042,0.009328061,-1.011284,1.1218129,-0.090607695,0.11226174,-0.16259238,-0.5645917,-0.21677305,0.5026132,-0.088367864,0.001702577,-0.76371104,-0.24912445,-0.30221975,-1.9368054,0.26757059,-0.96928424,-0.066270344,1.0612562,0.5293714
116,punct,-1.0804949,0.72200227,-0.18277428,-1.0353291,-0.47663972,-0.29588926,-0.27566832,-0.68485415,0.07810579,0.0756361,0.17601816,0.013178814,0.15708613,0.050408497,0.21233316,-0.3052538,0.16502875,-0.24726939,0.10307685,0.759986,-1.1811185,0.14913721,0.70592266,0.4575575,1.6678637,0.024535578,-0.92923504,1.1319441,0.046492122,0.29604727,-0.66130775,0.9537633,0.18653561,-0.7440928,0.025939887,-0.28914878,-1.1866248,-0.22055887,-0.18004058,-1.1814992,-0.74084896,-0.588704,0.73122084,1.1721884,0.24995717
117,punct,-1.253005,0.45008653,-0.40996704,-0.9726266,-0.4383156,-0.32925963,0.32783127,-0.16995427,0.11304884,-0.21541025,0.15201686,-0.29844692,0.05974306,0.33585566,-0.32911196,-0.30735067,0.13987863,-0.061957564,0.5320317,-0.06669986,-0.74807626,-0.19916216,-0.50061804,-0.67797375,0.8243625,0.0059309183,-0.17423967,2.3798456,0.5028937,0.62773335,-1.008103,-0.18313287,-0.45433223,1.2290778,-0.4255553,-0.66668385,-0.6487021,-0.13518085,0.2957456,-0.76273406,0.027593292,-0.49319544,-0.29595125,0.8352682,0.44979838
118,punct,-1.148429,0.5855697,-0.47285897,-0.044760354,-1.0464777,-0.34017456,0.144345,-0.14260903,0.14622876,-0.051471006,0.17046244,0.33560723,-0.17164348,-0.9172656,0.4987448,-0.30235037,0.1717932,0.7238028,-0.05238122,0.540427,-0.7202325,0.7665403,0.8027381,0.7383952,2.1799104,0.01517412,-0.89253145,0.3427406,0.19203676,-0.4194689,-1.0200496,0.1208239,0.5789685,-1.0376396,0.21770898,-0.34745777,-0.7918158,-0.040440496,-0.10372657,-0.33276862,0.043647673,-0.8534294,-1.253821,0.7732849,0.55716634
119,punct,-1.326662,0.797538,0.2053743,-0.0068027377,-0.960013,-0.27974892,0.19528528,-0.43086708,0.0593551,0.58758426,0.16716824,-0.01615685,0.19235012,-0.552308,0.37026203,-0.30717316,0.16998851,0.020648165,0.1677062,-0.5510073,-0.33860296,1.2260673,-0.41471055,-0.20893781,1.3044764,0.014164279,-1.1764346,1.3321192,0.0003540862,0.6202183,-1.3901947,0.5005837,0.38603747,-0.7256259,0.19794989,0.3141518,-0.64609784,-0.4124692,0.1633606,-0.13906829,-0.58367866,-0.8674176,-1.3034695,-0.06909509,0.9343509
120,punct,-1.2212644,0.8814988,-0.30314818,-0.18155225,-0.20355083,-0.26377404,0.51824576,-0.10241846,0.0412313,0.15789399,0.15590653,0.35157382,-0.15414394,-0.62214464,0.1895393,-0.3100839,0.1499059,-0.36930963,0.61792415,-0.7618322,-0.88804114,0.61648905,-0.5666813,0.17196128,1.5463353,0.0057675247,-0.9722882,0.94308114,0.17564593,0.30543104,-0.5175214,-0.6913517,0.72868454,0.41162577,0.39578056,-0.29709822,-0.39770654,-0.7540133,0.6496805,-1.1831774,-1.3711146,-1.0019808,-0.060877435,0.5846359,0.58031327
121,punct,-1.2890016,0.915531,-0.060920417,-0.5661876,-0.37741095,-0.32278407,0.47464523,-0.5853431,0.05544068,-0.14735368,0.17030737,-0.056516528,-0.19858065,-0.65005887,0.34234998,-0.28618836,0.16819845,0.29941648,-0.19754958,-0.29992566,-0.92930824,0.40294546,0.22956273,-0.21694121,1.5134256,0.019212764,-0.95072716,1.4775681,0.61175275,0.040304266,-0.09231934,0.08459484,0.8431252,-0.4197097,0.57955813,0.27382007,-0.40825325,-1.402767,0.15420623,-0.19959526,-0.8631326,-0.3815726,-0.9095776,0.34731522,0.61572003
122,punct,-1.1830872,0.649235,0.13597187,-0.67406946,-0.49678272,-0.2653795,0.08073864,-0.5629066,0.029963134,0.065086335,0.16624218,0.036091737,-0.41720197,0.03479537,0.41030547,-0.27833298,0.16263738,0.19199158,1.0057459,0.113364406,-0.54442555,0.65662754,0.017957505,0.67780346,1.1459049,0.022598883,-0.8192413,0.6451554,0.4959779,0.5602074,-0.8445968,0.35171035,0.553481,-0.63727057,0.38690364,0.050825972,0.4527256,-1.1646342,-0.31642652,-1.0861093,-1.4877311,-0.14172693,-0.6307582,-0.35289946,0.5587234
123,punct,-1.1846354,-0.031278644,0.24819432,-1.1245948,-0.4829935,-0.32837763,0.40969127,-0.31592187,-0.017656438,-0.5626599,0.1810699,0.13889995,-0.18512668,-0.15295894,0.13989547,-0.27977166,0.17696556,0.28565496,1.0366069,-0.41835418,-0.8694178,0.27946168,0.24790369,-0.14249004,1.596979,0.04000023,-1.0918996,1.4709436,-0.094764516,0.056445815,-0.8165965,0.5908328,0.774564,0.34931317,0.19432889,0.859393,-0.64459395,-0.9275013,-0.2166623,-1.0874529,-0.4412859,-0.89841264,0.17056227,1.0336268,0.36573875
124,punct,0.014288903,0.025093755,0.011096482,-0.011229993,-0.023010436,0.003004627,-0.020194883,-0.009046092,0.0050365147,0.0021439318,-0.013534728,0.008021621,-0.005731509,-0.025051948,0.025770904,-0.035651956,-0.01453847,-0.012380453,-0.0054817614,0.0039454834,0.032726336,-0.0152110765,0.024669241,0.0002648231,-0.006450877,0.018254433,-0.00237961,-0.010241585,-0.01606799,-0.0014212839,-0.0074034063,0.00492743,0.0017743256,0.025440803,0.015577329,-0.013962201,-0.011250747,-8.983226e-06,0.006477067,0.018423788,0.015375671,0.027778797,-0.0040010447,0.02501958,-0.005407478
125,punct,-0.043211628,-0.033602484,0.002284855,-0.012103536,-0.0056809406,0.01199943,0.0031187707,0.007859089,0.027438225,0.024392437,0.012488834,0.008833951,0.032086693,0.0064001763,-0.00865526,-0.01995636,-0.0024870113,-0.045831565,-0.007915352,-0.014291449,-0.0002737968,0.017101245,-0.0049057566,0.024811178,0.018659318,0.013536387,0.062690645,0.00095101673,0.012176859,-0.034370217,-0.0070414413,-0.0026295846,-0.0023872347,0.019689176,0.02349354,-0.0045745517,0.014230332,-0.000764848,-0.0010146275,0.012659521,0.016989434,-0.0025624367,-0.018942516,-0.015555705,-0.0568508
126,punct,0.20017526,0.16415487,-0.19801514,0.1885087,-0.20431815,0.16645369,0.19822577,0.17390954,0.18296744,-0.18825266,0.19408515,0.17235075,-0.19428885,0.1730658,0.17232202,-0.19168933,-0.18342863,0.17217563,-0.18509442,0.17163038,-0.2083291,0.1731475,-0.1903796,0.20315334,0.19263542,-0.13194329,0.16284071,0.17829064,-0.19445954,0.16318028,0.1867351,0.16286734,-0.20914327,-0.19646911,0.18414035,0.1768671,-0.18574715,0.18421245,-0.1835155,0.15985958,0.17324357,0.16107653,0.19177637,-0.19723684,0.20020124
127,punct,-1.2970929,0.31486636,0.104370266,-0.20115967,0.14265563,-0.33933717,1.0351402,-0.018960303,0.15901344,-0.05000663,0.17873207,0.042813018,0.014604221,-0.43249094,-0.16194066,-0.29496855,0.19063027,-0.089071885,0.5734241,-0.16910937,-0.01760858,0.15100092,-0.4703389,0.61336124,2.7471445,0.03969377,0.092839874,-0.0031934706,0.043329183,0.27233362,-0.089921765,0.6575673,-0.8619103,0.20919323,-0.55702066,-0.63333595,0.9606158,-0.6473158,-0.1527226,-0.14378065,-0.9991844,-2.1956618,-0.4127811,0.15205815,0.3029176
128,punct,-1.1658264,0.27160648,-0.3159638,0.02791982,-0.1393483,-0.3254523,0.79426736,0.042574488,0.036401145,0.23333174,0.18104142,0.08781954,0.08157085,0.005925638,0.103419855,-0.28211546,0.1827261,0.040962394,-0.030156547,0.30509627,0.17318654,-0.19187118,-0.08862719,-0.59634054,0.44409055,0.034865253,-0.16556565,-0.24104771,-0.13851573,0.20835134,-2.9944715,0.4292957,0.9170596,-0.5318816,-0.17312653,0.39390326,0.7256896,-0.07980577,0.23769417,-0.17656228,-0.51758826,-1.6689029,0.25111815,0.05324426,1.4648656
129,punct,-1.4379976,0.66269416,-0.16721085,0.069429174,1.2955723,-0.34109718,0.25323504,-0.44777915,0.07805195,-0.05441522,0.19117819,-0.0016971024,0.18847947,-0.37799937,-0.34260595,-0.29558143,0.18949918,0.24832767,-0.27686316,-0.20484468,-0.27177888,0.97782105,-0.4174156,-0.01684223,1.4119332,0.029868918,-0.30214992,-0.031138003,-0.2157802,0.14639367,-2.7974873,0.49542624,-0.0917069,0.26383877,0.58088744,-0.18217264,0.28914392,-0.08122655,-0.05491008,0.21599145,0.10453122,-1.40904,-0.14170064,-0.2719441,0.46253452
130,punct,-1.6731771,0.8660236,-0.07342932,0.011646948,-0.5718279,-0.38160002,0.27732587,-0.20008777,0.43588024,-0.05154024,0.23515315,1.2903954,0.13151756,0.028100546,-1.5907397,-0.32820833,0.15642795,0.82371473,0.6258187,0.29156142,-0.64829797,-0.35636452,0.032345265,0.28185904,2.2322857,0.06584507,0.9991388,0.035000596,-0.43841082,-0.30030125,-0.51369625,-0.85592306,0.62513316,-0.56217474,0.7069602,-0.046839166,-0.78735745,0.08833575,0.35437572,-0.19168736,-0.66898143,-2.0730336,0.13143381,-0.13195124,1.2053299
131,punct,-1.1100401,-0.11161137,0.07939447,0.0041350075,-0.504236,-0.2933388,-0.115460634,-0.18594185,0.48911735,-0.39346144,0.15677801,-0.77819693,0.57731307,-0.028261824,0.13404791,-0.20157693,0.025916696,0.32471406,0.7714872,0.33857045,0.23789226,-0.55748683,-0.12289447,0.11513096,2.2376425,-0.026267746,0.35949588,-0.07317307,-0.3101765,0.1449092,-1.2799387,-0.57475376,0.92258394,0.47308543,0.44592443,0.29600883,-1.5166885,-0.18769543,0.18398474,0.18187033,-0.69500285,-1.9668069,0.43924758,-0.40253386,0.2548756
132,punct,-1.4863516,0.5167049,0.031878486,0.26351038,0.4432075,-0.32945985,0.18124515,-0.4052526,0.026337521,0.07164862,0.19494338,-0.09860609,-0.16448979,-0.057288665,-0.5535287,-0.2995627,0.19528072,0.075969666,0.66808105,0.5972345,-0.067472234,0.67683583,-0.067952245,-1.2536596,0.8253554,0.03835265,0.05779339,0.9397005,0.05899887,-0.2475325,-2.5073433,-0.01906434,-0.12556192,-0.34363133,1.4240001,-0.43815163,0.46829137,0.104803436,0.22887419,-0.38994613,0.18595847,-1.6907085,-0.14535047,-0.47494733,0.9772946
133,punct,-1.4670037,0.21221758,-0.11412725,0.114932664,-0.3692597,-0.34648722,0.1123723,-0.06638367,0.20586224,0.10815155,0.19603086,0.29490954,-0.13755943,-0.051620655,-0.23029897,-0.29240438,0.18771051,0.24478339,1.3982931,0.21631597,0.009703202,-0.5775165,0.13391383,-0.09386444,1.2168763,0.042948328,-0.0027364085,-0.13745974,0.08941411,0.2755131,-2.8220928,-0.44227332,-0.17165717,0.4132147,0.72785634,-0.2651605,-0.40820202,0.34904593,0.36189318,0.29850757,0.17697552,-2.0237439,0.12156952,0.062760584,0.77350533
134,punct,-1.3787383,0.64145577,-0.24730912,-0.1739695,-0.37968573,-0.3599504,0.91084844,0.09991537,0.17112923,-0.095372275,0.19623224,0.09745994,-0.05576579,0.39261144,-0.112152085,-0.31784075,0.19441287,0.09645065,-0.14471257,-0.13234437,0.17206614,-0.15758887,-0.5229431,0.4912062,1.9014801,0.035863012,0.35886148,-0.30095845,-0.08340151,-0.027553007,-1.1564472,0.00023435752,0.012461785,0.005236014,0.5838031,-0.31823847,-0.5332253,-2.290477,-0.034533888,0.6647595,-0.4745238,-1.4786155,-0.04297737,0.21188283,1.6508746
135,punct,-1.3582182,0.5575115,-0.5765088,-0.7102503,-0.060408827,-0.3143845,-5.6891753e-05,-0.25529104,0.21609491,-0.018200785,0.18139805,0.13937412,-0.1498222,-0.38988385,0.041728936,-0.31213957,0.15585682,0.03566163,1.8588462,0.23747441,-0.056061175,0.71996236,0.22018945,-0.24205934,0.6858527,0.013723856,-0.0005723327,-0.3917908,-0.14285052,0.512205,-0.49733856,-0.48478177,0.40982667,0.23668107,0.16827746,0.78082496,-1.415953,-0.46943796,-0.047822665,0.27357754,-1.6236765,-2.1023517,0.34010687,0.27746546,0.9824861
136,punct,-1.2753705,0.29880473,-0.45316225,-0.07710667,0.26863414,-0.28092018,0.4291438,-0.2833355,0.4391115,0.42419758,0.13982321,0.42835972,-0.47328526,0.35869786,0.1026306,-0.31145737,0.2374639,-1.0545928,0.08283715,0.48376453,0.06660911,0.6500183,0.12006048,-0.67420983,1.5279462,0.06443059,0.96926206,0.1050144,0.47531423,0.0023176328,-2.2994578,-0.4845638,0.7200899,0.7074986,-0.34987393,-0.16717495,-1.1997527,0.18845277,-0.51280844,0.24810052,-0.84715754,-1.1293988,-0.034126736,-0.23630442,1.1828463
137,punct,-1.4640647,0.67366594,-0.13741747,0.22194093,-0.69451356,-0.3996889,-0.43343693,0.013153553,0.51593935,-0.06784886,0.18368886,0.4908037,-0.3331613,-0.38579828,-1.6947228,-0.3488612,0.11812941,0.14876758,0.8106807,-0.029260444,-0.07596539,-0.2830495,0.48591137,-0.08181634,1.4812059,0.101389214,0.47805482,-0.57934046,0.33684745,-0.028244298,-0.49040604,-0.8746766,1.5919094,-0.46782684,0.7422243,-0.09204312,-0.023731284,-0.04487264,0.2783121,-0.34218323,0.30310234,-2.3844686,-0.8600422,-0.07356352,0.64731616
138,punct,-1.1797014,0.03785731,0.053337093,-0.15635404,-0.19692221,-0.31985182,-0.48064035,-0.24088283,0.023428973,-0.20104495,0.17402512,-0.1204364,-0.17912836,-0.2602715,-0.4696253,-0.293792,0.15979941,-0.22424681,1.27942,-0.065556474,-0.07584464,1.4634107,0.1650303,0.3722958,2.354803,0.033104993,0.037591167,-0.14390509,-0.128324,0.08816958,-2.0700772,-0.10901295,-0.058173202,-0.1612316,-0.5858447,0.20590411,0.3233333,-0.67447436,-1.0256227,0.38350195,0.34118286,-0.77950895,0.588977,-0.19247481,0.08828489
139,punct,0.25684473,0.1349072,0.100543015,0.048798654,-0.04511741,-0.14558062,-0.2307954,-0.18571667,-0.1012508,0.7397543,0.077461064,-0.03377607,0.08604966,-0.39612126,-0.038886398,-0.20229824,0.13072157,-0.45213148,-0.04419065,-0.2206314,0.084155895,-0.11637554,-0.8048156,-1.2107643,1.3693787,0.0021370377,0.07661664,-0.1051891,-0.39001188,0.3298332,-0.58936185,0.81512535,0.59749717,-0.36907458,0.060887184,0.077406056,-0.35051012,0.023124186,-0.26413795,-0.16349061,-1.4654206,-1.6172028,-0.1331893,0.3524533,1.008454
140,punct,-1.3084651,0.3251648,-0.40620428,-0.3450447,-0.10555213,-0.32774177,0.12873128,-0.26144993,-0.05036306,0.2910086,0.15322025,-0.4652649,-0.9269539,-0.768152,-0.5174763,-0.33044434,0.19268885,0.35699987,1.4987528,-0.35716242,-0.9202983,1.0984331,0.7252079,0.4745476,1.5246809,0.02688094,0.19062811,0.33818182,-0.07687258,0.41445068,-0.7971094,0.9372451,0.045397505,0.10722235,-0.93081564,-0.34058654,-0.12083385,-1.3511618,0.004072429,0.31004453,0.14887097,-1.333637,-0.9300423,0.028454669,1.4699765
141,punct,-1.4949797,0.16485852,0.53284574,-0.2637709,-0.09589249,-0.29197818,0.29953554,-0.2394173,0.044242907,0.42320475,0.20038414,-0.4671073,0.07373052,-0.074641995,-0.053681824,-0.3135964,0.16898434,-0.022725627,-0.21129239,0.44929552,0.25389695,0.2739744,-0.8575981,-1.8593621,2.296825,0.013527713,0.16601238,0.19537821,-0.00595078,0.102883324,-1.2298881,-0.16869326,0.75793,0.5413205,0.2499878,0.36333582,0.47327715,0.16553456,0.12638566,-0.0430308,-0.539593,-1.901515,-0.9428901,0.3306211,0.7246569
142,punct,-0.4665054,0.111919925,-0.09422063,0.47932538,0.4983265,0.10343577,0.5294466,-0.094042815,0.10815612,0.4868752,0.06652577,-0.46660444,-0.11512816,-0.45987716,0.10108557,-0.4839916,-0.10955015,-0.48982653,0.49422404,-0.086498916,0.09869329,0.48946214,0.4893277,0.4836178,-0.08323277,0.038741153,-0.08212899,0.48425233,-0.10530961,-0.08907086,-0.48878288,-0.12310769,0.50446135,-0.4758773,-0.4956008,-0.09839081,-0.100667834,-0.09088301,0.1062504,-0.10836078,-0.10961524,-0.48355913,-0.18877596,-0.09587072,-0.11861802
143,punct,0.015874337,-0.011393814,-0.032450933,0.018268045,-0.034068335,-0.0015291919,-0.005167887,-0.016284311,0.009150828,-0.011581827,0.0008543544,-0.024736611,0.015474686,-0.012687822,-0.013952262,-0.011320805,-0.014545991,-0.01817486,0.0038549302,0.008907103,-0.0041481154,0.017758988,0.006341556,-0.016290007,-0.0054126093,-0.026856443,0.030344434,0.012069644,0.030043008,-0.001033129,0.018309413,0.034603406,-0.007984187,0.013640938,0.0062240753,0.010887277,0.01591801,0.014162217,0.0079686595,-0.03592369,-0.023692483,-0.011406443,-0.016314687,-0.008219806,-0.022426737
144,punct,-1.3413597,0.4390421,-0.4178676,-0.27708215,-0.44318616,-0.36654848,0.54691213,-0.03840508,0.30441633,-0.59588176,0.18916266,0.27887237,1.1150825,-0.8681087,-0.23784293,-0.323548,0.24588853,0.19066918,0.4963166,-0.8584039,-0.89045656,0.12726176,0.57249177,-0.71323353,1.211361,0.023680357,0.5729023,-0.06173692,-0.12706922,0.6192574,-0.23519953,1.1385105,0.112172976,0.42905787,-0.28314146,-0.4912168,-0.39270502,-1.3663518,-0.008213125,-0.6067623,0.24656257,-1.2338097,-1.3445784,-0.52375275,1.7315625
145,punct,-1.5318518,0.42331478,0.15111384,-0.46742973,-0.8666962,-0.34174818,-0.04483827,-0.102788836,0.15618692,-0.08237712,0.198419,0.4784848,0.4931997,-0.7681708,-0.87356395,-0.3091959,0.10235455,-0.11830691,1.1625364,0.2704264,-0.51538247,0.54731035,0.7367445,0.7002773,2.1907465,0.044236902,0.9028309,0.23535833,0.3573863,-0.18285659,-1.501925,0.25615108,1.127184,-0.057909176,-0.04643202,-0.025111848,-0.18221447,-1.2746685,-0.34795025,-0.11650042,-0.7030309,-1.425222,-0.10751125,-0.45858642,0.3904696
146,punct,-1.1759887,0.31074473,-0.17692237,-0.6284628,-0.54368603,-0.3728137,-0.13631858,0.1668544,-0.020738479,-0.60771465,0.15565142,0.110580854,0.13792002,-0.12180998,-0.69317245,-0.31330946,0.17710048,-0.20724587,0.4610371,-0.29157028,-0.6408872,1.2597164,-0.3064181,0.47805744,2.0711167,0.009190309,0.033997774,-0.106891975,-0.37334225,-0.31151167,-0.98561245,-0.058738407,0.7950217,0.47235578,-0.4771909,-0.08056254,0.3042123,-1.3607693,0.21452758,0.44556618,-1.4250476,-0.7607327,0.1017714,0.39940986,1.4393845
147,punct,-1.4387648,0.65575093,-1.0611968,-0.20520537,-0.63925105,-0.3145757,0.09878315,-0.22280364,-0.06237029,0.100950286,0.20125546,0.20979623,0.4995117,0.27315074,0.22964287,-0.33383158,0.16633426,0.43218675,0.910342,0.38459828,-0.6500171,1.0827576,0.917334,-1.463588,1.32741,0.037045572,-0.13416225,0.41864038,-0.44149637,-0.177894,-1.1620578,-0.92935485,0.41331652,-0.47208863,0.64051545,-0.196665,0.27593297,-0.43668026,0.7266668,0.33143207,-0.9882471,-1.5643573,-0.5006377,-0.46398932,1.4709857
148,punct,-1.698982,0.6028199,0.023590025,-0.108920254,-0.5105374,-0.37914646,-0.4513388,-0.16548872,0.0067859692,-0.6319527,0.20311141,-0.11126164,0.010046717,0.16940337,-0.36955947,-0.31472754,0.16177179,0.24332134,0.875243,-0.20069423,-0.35491404,0.52253395,-0.79060984,0.6704519,3.0789723,0.032308493,0.32806087,0.16295882,0.2766156,-0.20971043,-1.5804234,-0.016575657,-0.35725257,0.23805557,-0.55163133,0.14082244,0.9545672,-0.9759156,-0.8574692,0.35157663,0.41650096,-1.0148057,-0.20810267,-0.34927097,0.79093546
149,punct,-1.2645884,0.5810551,0.19334152,-0.77805656,-0.2552195,-0.2702884,0.17406248,-0.26177773,0.21583802,-0.35042626,0.17582504,-0.12532146,-0.08954156,0.9672166,-0.2238055,-0.32260698,0.15398473,-0.48113957,-0.648241,0.54661787,0.10814619,0.056633603,-0.5783878,-0.12118972,1.354012,0.016201988,0.25751242,-0.68298084,0.14163946,0.30602822,-2.3030505,0.11844429,0.88857585,-0.3561592,0.45860648,-0.20320599,0.06898992,-0.7751628,0.50625676,0.81088424,-1.7195631,-0.8417485,0.5350263,-0.39681694,1.6097469
150,punct,0.17173217,0.14787173,-0.1827238,0.0831746,0.673965,-0.19625159,-0.2706625,-0.37812573,0.18220828,-0.39721692,-0.006648913,-0.028599221,0.39570594,-0.46709624,-0.0022419477,-0.18709505,0.24666269,-0.37294462,0.4039745,-0.0020431671,-0.8152924,0.5604097,0.47302544,-0.06935179,1.0949214,-0.016188947,-0.11103001,0.033827074,-0.21118665,0.3840228,-1.7496985,-0.30008805,0.5339042,-0.21719266,-1.4580134,-0.67390996,-0.36408105,0.23386598,-1.1957128,0.46593535,0.5562797,-1.4795222,-0.121136434,-0.49508518,0.38908565
151,punct,-1.4297458,0.29089206,0.036413647,-0.80100507,-0.3134407,-0.36173937,-0.24827212,-0.117946535,0.26890028,-0.1606914,0.11694867,0.7381498,0.55381507,-0.17160729,-0.05329277,-0.2924025,0.19278109,-0.56401545,1.3489801,0.5912256,0.70953006,0.12236244,-0.3319631,-1.5630851,1.5020638,0.074107334,0.23009193,-0.8874414,-0.56710684,0.9995527,-0.95858514,-0.4132446,0.05550976,0.12496458,1.0363091,0.3618946,-0.6349946,-1.1609783,-1.1975212,0.52456474,-1.0154363,-1.1408838,0.75214726,0.5992004,1.1160525
152,punct,0.591642,-0.35275027,0.14561331,0.27343062,0.11982244,0.33463955,-0.20995493,0.21716125,0.0836446,-0.103827335,0.008567386,-0.104954906,-0.16785277,-0.1354884,-0.18951294,0.08359841,0.30841252,0.56669617,0.11618516,-0.28722548,-0.8697786,0.6727228,-0.74970657,-0.7127357,0.19976951,-0.0022333642,0.19463988,-0.12214897,-0.17929156,0.17260642,0.48363784,-0.049220677,0.3536838,-0.27708158,0.7420591,-0.11145261,-0.25034282,0.52873343,-0.3220965,-0.19485441,-0.87669146,-1.0993749,0.61725926,-0.17238861,0.4959128
153,punct,0.29966745,0.32982874,0.33398756,0.29722217,0.33488506,0.282426,0.33509156,0.321794,0.31295115,0.2650739,0.2921756,0.29062924,0.32259822,-0.28485802,0.2998699,-0.33341944,0.3184336,0.32790115,0.31554845,0.28458762,0.33007005,-0.3007416,0.31170687,-0.28277537,0.31522214,-0.3314399,0.28282735,-0.30858707,-0.28625762,0.30184728,0.31395137,0.31428397,0.32169753,0.2971656,-0.27597508,0.3033586,0.2997884,0.29566336,0.33018768,-0.2836195,0.28443488,0.30641133,0.2979732,0.2999937,0.32043156
154,punct,0.013465562,0.013349927,0.015956998,-0.0049343193,-0.011982796,-0.00814969,-0.010801166,0.027663866,-0.015881483,-0.020193884,0.011746206,-0.0061210305,0.01134383,-0.027130952,0.008555708,-0.0069284323,-0.021855367,-0.013539103,-0.009321369,0.0060184235,-0.02304138,-0.018443592,0.052318767,-0.013559967,-0.015647909,0.035682563,-0.012808733,0.017044436,0.039899215,-0.026797831,0.00605729,0.0312733,-0.012677799,0.021284856,-0.004663865,0.003363635,-0.038592603,0.0037945448,0.055123117,0.019308928,-0.0025080477,0.00799487,-0.0055181524,0.0014075116,-0.0064543597
155,punct,-0.0036620584,-0.01679013,0.018004136,-0.02904981,0.025363438,-0.012165174,0.007865236,-0.0010824825,-0.0040536667,-0.025409428,0.030077722,0.016086321,-0.002334915,-0.02945099,0.0029918284,0.0170156,-0.00641231,0.011199033,-0.05587338,0.0031668951,0.014266968,0.016109196,-0.016725892,-0.014734818,0.008218057,-0.008363817,-0.0156140085,0.022784838,-0.0067549692,0.0042553106,-0.0103950035,-0.028216131,-0.019408934,-0.036495022,0.00036302203,0.017821282,-0.007697909,-0.0049388916,0.010812056,0.0019142657,0.05584796,-0.029759966,-0.03465263,0.01115066,0.017306339
156,punct,0.3180626,0.15794753,0.15585548,0.20083688,-0.09561407,-0.13583153,-0.31371263,-0.12773646,-0.30566785,-0.032393623,0.067835554,-0.30297592,0.06888519,-0.42904463,0.32830846,-0.27974617,0.11502583,0.6238808,0.7834877,-0.23128386,-0.23119976,0.5957383,-0.28713283,0.5822201,1.7924619,-0.023045244,0.86857665,0.05200882,-0.6138042,-0.5886283,-1.3206167,0.059356228,-0.6962508,-0.15180458,-0.25471368,-0.20298253,-0.60634005,-0.39860433,-0.70659065,-0.34126922,-1.0739697,-1.5092344,-0.44586304,0.061856195,0.8106754
157,punct,-1.3776536,0.5478155,-0.0687252,0.04792511,0.16165856,-0.34786016,0.27792412,0.0035306355,0.08224324,-0.09740255,0.13607089,-0.03069925,-0.02597518,0.28112096,-0.25042766,-0.31701434,0.19186816,0.095120214,-0.91381496,0.017392622,-0.16090935,1.0040646,-0.038647503,-0.2747492,1.1944041,0.026309121,0.20213161,-0.21494566,0.004375634,-0.017341992,-0.6070596,0.21189629,0.16032293,0.35486206,0.09247684,0.060236573,0.26644903,-2.5929415,-0.08742773,0.1798405,0.360169,-2.0199058,0.19953153,-0.3354855,1.6004525
