token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44
250,punct,-0.7649092,0.10217873,-0.8441225,-0.09916377,-0.98232186,-0.258741,-0.05708362,-0.18172275,0.017867858,0.28334093,0.1360635,0.004443764,-0.07556388,-0.87635654,-0.24312314,-0.25342563,0.13030994,-0.07849063,-0.19048871,1.6804163,-0.4217993,-0.062144864,0.5080633,-0.15493156,0.55940026,0.0031995971,0.47794098,1.0015316,0.06532143,-0.26216286,-0.33353516,0.28919595,0.013807952,-1.1142008,0.2595377,-0.18954057,-0.8002361,-0.55646783,1.0139346,-0.64508635,0.5505937,-0.6423379,0.65628946,0.22731996,-0.2032453
251,punct,-1.1068336,0.26086587,-0.7056116,-0.030191459,-0.7037644,-0.33242834,0.5873382,-0.023477016,0.42158824,0.2630399,0.14922024,0.42800507,0.63528687,-0.65922326,-0.07920389,-0.19809419,0.0060217,-0.25279093,0.21395828,1.3072709,-0.41011703,-0.28618854,0.553858,-0.20713124,0.9377364,0.03563056,-0.43832237,0.5479558,0.08547888,0.15309466,-0.74489355,-0.045189064,0.8093205,-0.77194345,0.6844372,0.0074139945,-1.3138789,-1.3624424,0.47239435,-0.6410517,0.33912864,-0.5617993,0.32477865,1.0089808,-0.49822137
252,punct,-1.1604279,0.8633707,0.15796418,-0.6149055,-0.13133326,-0.3549724,0.5565114,-0.23500612,-0.08925441,0.041784678,0.17434698,-0.13231789,0.09241762,-0.64894927,-0.16451578,-0.297484,0.16970262,0.25648817,0.6474927,0.88597953,-0.4338,0.49071562,-0.3860206,0.5469401,0.990305,0.012800682,-1.2425227,1.5096223,-0.07987171,0.10970615,-1.4292667,-0.46954358,-0.11412204,-0.768589,1.0212739,0.12938923,-0.50375503,-1.480529,-0.102297924,-0.6007442,-0.67117715,-0.3060929,0.09982076,0.8752417,0.5965183
253,punct,-0.9609521,0.30668586,-0.26755512,-0.36684453,-1.1074922,-0.2364103,0.26649743,-0.27542478,-0.025218558,0.0038074646,0.14971153,-0.12518494,0.41389307,-0.32477695,0.3050476,-0.3007347,0.15326159,0.060001943,0.41093224,-0.08713897,-0.82868665,0.33330515,-0.1432095,-0.12927464,1.3704039,0.006093215,-1.1516929,1.2331011,0.00024198314,0.38181406,-0.7431385,0.6000523,0.5833077,-0.8076021,0.67568165,0.30821884,-1.3148524,-1.7563683,0.107249916,-0.7269018,0.22344783,-0.92126995,0.24918576,0.8117848,0.365999
254,punct,-1.1698011,0.03420746,-0.065979406,-0.75833136,-0.8245653,-0.22618128,0.06701659,0.020174373,0.024985787,0.4961803,0.15119395,0.0200156,0.1874822,0.015327328,0.058656037,-0.29395586,0.13058078,0.1156772,0.34923416,-0.49899855,-0.653569,0.8127439,-0.22033402,-0.38776824,1.4149045,0.0075276066,-1.4242028,0.9194689,0.018107263,0.23013555,-0.60716367,1.1325392,0.35671148,0.5507476,0.50689954,-0.5134969,-0.23050836,-0.9072274,-0.3566257,-1.4730936,-0.7607753,-0.49108455,0.5324959,0.09231785,0.6640367
255,punct,-1.2339538,1.0291337,-0.46741053,-0.39209056,-0.11946395,-0.33855894,0.16055146,-0.517827,-0.011718038,-0.42439947,0.15892148,0.13832194,0.15557815,0.055160593,0.20012313,-0.29789022,0.1637592,-0.04374694,-0.25166222,1.3818747,-0.79628515,0.70763695,-0.06734945,0.43187118,1.2156434,0.0056753387,-0.9238036,1.1399126,-0.20471245,0.079709984,-0.79027796,0.018428236,0.1755355,-0.7135605,0.316911,-1.0097677,-1.1591593,-1.0981362,0.19958864,-0.7873668,-0.13432278,-0.042670373,-0.26568404,1.0836574,0.65836984
256,content,-1.1078423,0.030272936,0.2702516,-0.9950879,0.3708245,-0.2917407,0.7950591,-0.40307003,0.070093036,0.79870254,0.18356732,-0.16249846,-0.19857875,0.48471674,0.65116924,-0.25588933,0.18543765,0.28186363,0.13862777,0.633125,-0.22011082,0.4746838,0.7490084,0.51821923,-0.8068909,0.036968097,-1.2496365,0.83454067,0.26819485,0.31884444,1.2546474,0.24442554,-0.7936309,-0.088397875,0.5650247,-0.923845,-0.24129212,0.3792779,0.15246323,-0.8672996,-0.98732495,-1.2741551,-0.6251476,-0.21730678,-0.11732757
257,function,0.076135226,-0.3571029,0.19284678,0.36773518,0.12364261,-0.025304744,-0.06451868,-0.09137945,0.0055914423,-0.56189424,0.06703035,0.015151015,0.018614614,0.044036537,-0.37588313,-0.08556436,0.072983444,-0.051017407,0.041195657,0.08591803,0.01917235,0.169611,-0.015521313,0.061420687,0.198093,-0.34955943,0.6432299,0.088800095,-0.38138688,0.0028704638,0.15554865,0.11765374,0.17137426,-0.16060808,0.093033224,-0.4943543,0.09247107,0.11174561,-0.022754945,0.09548543,0.12371618,-0.17404604,0.07374698,-0.26310205,0.041348513
258,content,-1.249174,0.56262857,0.44237822,-0.038803026,-0.2833493,-0.26999,0.19088073,-0.12607458,0.027836343,-0.25019178,0.14796884,0.75510937,-0.41747174,-0.3234964,-0.19604608,-0.25313488,0.13359995,0.07855359,0.8253497,-0.29963136,-0.26227012,-0.009315377,-0.7736047,0.0076881927,0.25469372,0.012411532,-0.7696586,0.69125897,0.4050088,0.04692214,0.81970125,-1.3247032,0.39070076,0.8002246,-1.3341683,0.3273476,-0.11024378,-0.54457486,0.12621684,-0.08768384,-1.397484,-0.32688788,0.82718474,0.07604034,0.2569193
259,function,0.11374917,-0.32902777,0.6694565,0.33188418,0.5842151,-0.23164013,-0.06867204,-0.11067021,-0.00016443958,0.22500789,-0.34175107,-0.003140935,-0.0064554433,0.28550822,0.1962663,-0.09892885,0.1120814,-0.13500337,0.09907955,0.023109918,0.0020199812,-0.24393927,0.3680288,0.019322412,-0.20960498,0.020324117,-1.0589025,-0.08288708,0.16069096,-0.39662397,0.052175406,0.01080384,0.045468595,0.24110694,0.05144468,0.33967778,0.049721867,0.005799362,-0.25237438,-0.038203184,0.033798236,-0.07814852,0.05599843,0.06835564,0.17759652
260,content,-0.9945834,-0.26786536,0.3155854,-0.34180915,0.07751271,-0.23578833,0.40079585,-0.092247486,-0.2284583,0.2256387,0.14468615,-1.0822854,-0.996239,-0.09616065,0.070901126,-0.17026015,0.2982985,0.026158284,-0.22005947,1.2882962,-0.216645,0.35151216,-0.45159024,-0.32584286,-0.4477955,-0.0019185846,-0.55019677,0.73128694,0.5511186,-0.06571163,0.8262268,-0.6428807,0.2776907,0.62802315,-0.45403382,-0.10657301,0.70937276,-0.6646324,0.5127736,-1.1549183,0.025996566,-0.22674859,0.4588951,-0.09379167,-0.3253093
261,content,-0.83467436,-0.4155683,0.57063997,0.09834695,0.13436398,-0.22201227,0.11839655,-0.23910822,-0.23306277,0.27558059,0.12932657,-0.96845794,-0.8395448,0.26854047,0.073195,-0.15874471,0.27340555,-0.111003116,0.91858983,0.016910255,-0.06208686,-0.13795687,0.070903264,-0.49002504,-0.07640534,0.0039087078,-0.8108036,-0.5130144,0.10213739,-0.025739325,0.7660287,-0.40421963,0.2808639,0.6118354,-0.56815106,0.8618306,0.0006122076,-0.9086819,-0.8958922,0.1261578,-0.10207326,0.47467154,0.88010144,-0.0009521196,-0.18575768
262,function,0.09637545,-0.36303815,0.0900257,0.06446811,0.1210088,-0.11891156,-0.093816034,-0.13818468,0.007897896,0.11954305,-0.15230954,0.011344552,0.02752555,-0.003070105,-0.0058841766,-0.038787276,0.05619187,-0.012635257,0.03866997,0.05071021,-0.06533641,0.06795393,0.005582849,0.029993722,0.07667767,-0.1947843,0.2862875,0.1408289,-0.46121657,0.008528861,0.07012671,0.10512917,0.14002857,-0.07543022,0.08019053,0.22553875,0.069938436,0.08014976,0.059647195,0.095971495,0.11652076,0.13661054,0.06606783,0.027648233,0.26689854
