token_id,category,phi_0,phi_1,phi_2
166,punct,0.013960198,-0.02233814,-0.030660683
167,punct,-0.009543672,-0.01959313,-0.007844053
168,punct,0.0062041027,-0.0019398974,0.013229655
169,punct,-0.017237557,-0.015769973,0.027949758
170,punct,-0.03856819,0.0072872685,0.006403747
171,punct,0.31178787,-0.25662884,0.3702561
172,punct,0.36771932,-0.3883498,0.34323227
173,punct,0.014020057,-0.0073688715,0.00045203147
174,punct,-0.0041496255,0.025015946,-0.029612333
175,punct,-0.0354,0.017014472,-0.01102598
176,punct,0.033477258,-0.011064112,-0.051200703
177,punct,0.0036278572,0.030887382,0.022300117
178,punct,0.023268303,0.010611451,-0.0044715456
179,punct,-0.025361104,0.015956862,-0.015867816
180,punct,-0.0013385396,0.007214849,0.036415838
181,punct,-0.00023961662,-0.009812223,-0.004878455
182,punct,-0.020626104,0.0016913889,0.047136348
183,punct,0.010120613,-0.0011541516,-0.022639744
184,punct,0.053193178,-0.02515975,-0.0213742
185,punct,0.008283853,0.015296525,-0.008685144
186,punct,0.022833671,-0.004729516,0.010197848
187,punct,0.03366833,-0.0035367357,-0.021616068
188,punct,0.019304667,-0.02130984,-0.004950093
189,punct,-0.0052175885,-0.030889604,0.040214263
190,punct,-0.01466933,-0.0057705324,-0.01636792
191,punct,0.013806103,-0.0076866695,-0.018923443
192,punct,0.019398505,-0.012730846,0.0016842614
193,punct,-0.0150325475,-0.03677852,0.026591279
194,punct,0.03252176,-0.017940247,0.015011057
195,punct,0.04368985,0.010295648,-0.0011757289
196,punct,-0.0044945935,0.0072963624,-0.025765568
197,content,0.022254603,0.025007581,-0.015460606
198,content,-0.00023905338,0.020649364,-0.0066965776
199,content,0.028487427,-0.0017430207,0.026437018
200,content,0.006135901,0.010582967,0.00673662
201,content,0.009103146,0.014317566,-0.037193824
202,punct,-0.006083237,0.011497022,0.0051182765
203,punct,0.013338589,-0.009812138,-0.025300171
204,punct,0.01723916,0.023321776,-0.007403497
205,punct,0.03819887,0.0035713117,0.025036965
206,punct,-0.017350405,-0.027283154,0.011043196
207,punct,0.011442986,-0.015059499,-0.009308839
208,punct,0.023120297,0.013897374,0.028574144
209,punct,-0.0046262993,-0.0059278915,-0.046236057
210,punct,0.002623418,0.008650761,0.004388285
211,punct,-0.012087462,-0.00044999126,-0.017669117
212,punct,-0.007976753,-0.010638515,-0.031705845
213,punct,0.02542139,-0.00080983795,0.0029789475
214,punct,-0.014079003,0.008089578,-0.005699393
215,punct,-1.6023418e-05,-0.01594275,-0.019304667
216,content,-0.015913215,-0.0023276166,0.002492953
217,content,0.031917628,-0.013050977,0.004506083
218,content,0.009783364,-0.011768921,0.020622462
219,content,-0.0009832204,0.032744933,0.001904367
220,content,0.027730685,-0.007639847,0.006175439
221,punct,0.06036226,-0.015229193,-0.0011260097
222,punct,0.017332986,0.012112737,0.0030690094
223,punct,0.016050052,-0.0032216983,-0.0016578127
224,punct,0.017382856,-0.0019752455,0.0018525834
225,punct,0.018981222,0.0042816796,0.0073393234
226,punct,0.014869009,0.0055356747,-0.004357277
227,punct,0.010108125,3.2466673e-05,-0.00072484434
228,punct,0.013040992,0.0018479138,-0.0029666077
229,punct,0.0142489895,0.010694629,0.0033631125
230,punct,0.017279226,0.0088515915,0.0034689342
231,punct,0.016630411,0.000333772,-0.0018578725
232,punct,0.010115597,-0.008800657,-0.00077214383
233,punct,0.006763539,-0.0029407435,-0.002386406
234,punct,0.009797849,-0.0012862836,0.00474202
235,punct,0.019419406,-0.0014946761,-0.0012352576
236,punct,0.0028096135,-0.0020961154,-0.007275673
237,punct,0.012214697,-0.0012726955,-0.0056569437
238,punct,0.015536392,0.013880275,0.0018008513
239,punct,0.013020431,0.010509926,0.0022785806
240,punct,-0.00253507,0.005433478,0.0005988247
241,punct,0.018450454,-0.0007954711,0.004798404
242,punct,0.021537464,-0.0014062243,0.0006559575
243,punct,0.020536248,-0.00036762096,-0.002398296
244,punct,0.008894225,0.0006579434,0.0015249023
245,punct,0.008980466,0.0045299176,0.0021210194
246,punct,0.020203887,0.0061611617,-0.0030102446
247,punct,0.010894929,0.0013442354,-0.0018110926
248,punct,0.019529393,-0.0007629951,0.0069296556
249,punct,0.015644649,-0.0031466351,0.0044090096
250,punct,0.0028388146,0.0036435318,-0.0046297014
251,punct,0.020491553,0.0030991416,0.013543228
252,punct,0.015590875,-0.008202909,0.005377209
253,punct,0.018680388,0.0061043864,0.004417052
254,punct,0.011467194,0.0038201893,0.0072457423
255,punct,0.011116442,-0.0012358791,0.0010246031
256,content,0.014447666,0.007206241,0.0008849042
257,function,0.01852255,0.008384152,-0.004839873
258,content,0.016997997,0.0024489604,0.0027243309
259,function,0.017149277,0.024881316,0.0020015854
260,content,0.012819871,0.0089846905,-0.0013004738
261,content,0.008636217,0.012085692,-0.0034662967
262,function,0.022113856,-0.0018543346,0.010321884
263,content,0.02151595,0.009808766,0.004455646
264,content,0.0072050127,-0.002810462,0.003884022
265,content,0.012055987,0.0064969016,0.000850251
266,content,0.015136382,0.0013908403,0.0029605252
267,content,0.017607365,-0.0007321905,-0.0009380721
268,content,0.016004605,0.0032891696,0.0062604765
269,content,0.015186362,0.0063019744,-0.0024811968
270,content,0.014149657,0.00519001,-0.000183075
271,function,0.01713352,0.0024787793,0.006817979
272,function,0.018014936,0.005479609,-0.0031326015
273,function,0.015862659,0.0045331866,0.002505368
274,content,0.009117496,0.0021012009,-0.00020018344
275,content,0.027634937,0.006214928,-0.005297653
276,content,0.017061763,-0.0136242965,-0.014645861
277,content,0.015102119,-0.0008300188,-0.003405786
278,content,0.013581253,0.0016912977,0.004653255
279,content,0.013749102,0.009385259,-0.0030843203
280,content,0.013806587,0.0014104979,-0.0004372135
281,function,-0.0041313763,-0.0025384894,0.012958096
282,content,0.018559154,0.0068610464,-0.004000069
283,content,0.014291562,0.0034468723,-0.00050460116
284,function,0.0007455377,0.012926318,-0.007973611
285,content,0.017176032,0.0055104266,0.0005834585
286,function,0.011704737,0.005919463,0.0010474075
287,function,0.019148584,-0.00016224428,0.0027394437
288,content,0.015067109,0.006716829,-0.0014825482
289,content,0.016464457,0.0033191685,0.0050668735
290,function,0.008448529,0.017811285,-0.014010201
291,content,0.01346754,0.009425088,-0.00085293566
292,content,0.01295614,0.008305817,0.0010551184
293,content,0.014887488,0.005833788,0.0055919955
294,content,0.011420996,0.0018377379,-0.004417957
295,content,0.014589292,0.005060244,0.00063298206
296,content,0.013294446,0.0059873476,-0.00071530463
297,content,0.015661238,0.00849573,-0.0035030083
298,content,0.013184969,0.0041225366,0.00083570526
299,content,0.014354199,0.0029462767,0.00022826726
300,content,0.0030266512,-0.0023236482,-0.008010944
301,content,0.026799047,0.017621113,0.019265955
302,content,0.016558532,-0.008082352,0.0026148772
303,content,0.016913548,0.0064820806,-0.001020949
304,content,0.019156694,0.009001518,-0.0018016133
305,content,0.018156286,0.0040017846,0.0033668429
306,content,0.015145567,0.0042559323,0.00059549423
307,content,-0.0061429315,-0.0073026055,0.0021589324
308,content,0.011876862,-0.003227312,-0.0006342307
309,content,0.01523061,0.0027363496,0.003123721
310,content,0.012501451,0.0039045857,0.0011845619
311,content,0.016021943,-0.009342246,0.023984123
312,content,0.010779238,0.010394064,0.002966043
313,content,0.01330651,0.00012960874,-0.0026678424
314,content,0.014923027,0.0060342653,0.0011726575
315,content,0.0126568135,0.0063020554,0.0010159885
316,content,0.01647199,0.0041105845,0.000726005
317,content,0.02750156,0.0071646348,-0.0016758037
318,function,0.010909688,-0.00019246794,-0.010702408
319,content,0.031552427,0.013012321,-0.0033372217
320,content,0.014967513,0.002347416,0.0020794764
321,content,0.013535229,0.003340584,0.0026605602
322,content,0.010015632,0.0013992288,-0.0042765434
323,content,0.011677674,0.009072088,-4.983385e-06
324,content,0.011576393,0.0061681247,0.00057044876
325,content,0.013361036,0.009363792,0.004195573
326,content,0.012365192,0.0012114167,-5.464906e-05
327,content,0.015606744,0.001927843,-0.0048031486
328,content,0.015870046,0.0032019126,3.254715e-05
329,function,0.01974263,-0.008290678,-0.009672142
330,content,0.015116456,0.014894496,0.008523681
331,content,0.02176645,-0.0016450861,0.0020976737
332,content,0.013798819,0.0027647745,-0.0018443136
333,content,0.014295706,0.0036665567,0.006437754
334,content,0.014558708,0.011210658,0.001269461
335,content,0.01544753,-0.00059254724,0.0029242148
336,content,0.011924976,0.0107684145,-0.0043279896
337,content,0.019561956,0.007068078,0.0014588345
338,content,-0.024258083,0.0026475172,-0.0026383654
339,content,0.016960941,-0.0024462312,0.005007032
340,content,0.013341395,0.0001170174,0.00448348
341,content,0.013433996,0.008482561,-0.001970883
342,content,0.01444257,0.005702623,-0.0005021969
343,content,0.012704313,0.0050733853,4.3314718e-05
344,content,0.013383526,0.006589748,0.001232234
345,content,0.014126448,0.00174097,0.0032740547
346,content,0.014703935,0.0073716785,-0.00024640706
347,content,0.008603834,-0.0035107636,0.004458341
348,content,0.017035257,-0.0022185186,0.0015081859
349,content,0.013289857,0.0017621202,-0.000114717506
350,content,0.014195729,0.009545736,-0.0009857261
351,content,0.0052644555,-0.016148338,-0.0075006727
352,content,0.01780974,-0.0072872913,0.012801245
353,content,0.016137924,1.7422918e-06,0.0013551932
354,content,0.0117990635,0.007520639,-0.0015140567
355,content,0.030511081,-0.008155725,0.008406048
356,content,0.009693298,-0.0031469886,0.0031588902
357,content,0.0046225297,-0.009026746,-0.013959105
358,content,0.01804083,0.0062335986,-0.001989726
359,content,0.012176101,0.0061211865,0.0012932816
360,content,-4.945668e-06,0.0065126084,-0.0059320955
361,content,0.016171973,-0.0018997121,0.00073062285
362,content,0.003870256,0.002472468,0.006808896
363,content,0.016187403,0.006422989,0.0045857164
364,content,0.010817228,0.014301272,0.0019589171
365,content,0.014255381,0.0052392827,0.0056794826
366,content,0.014720881,-0.0014566359,0.000953643
367,content,-0.00711271,0.0051366067,0.0018779932
368,content,0.021759667,-0.0021983434,-0.0077593545
369,content,0.011799123,-0.016180808,-0.006711604
370,content,0.00944598,0.0044237743,-0.00042655086
371,content,0.0073994254,0.017167227,0.0008287691
372,content,0.013070438,0.0044854074,-0.00371181
373,function,0.024187488,0.022080569,0.0013112432
374,content,0.016281873,0.0049328073,0.0006667201
375,content,0.017671168,0.002155399,0.00082187506
376,content,0.015006545,-0.0064088698,0.0012074737
377,content,0.015519074,0.0018513049,-0.005172541
378,content,0.016443137,0.0068990504,0.0019507217
379,content,0.012388284,0.007305677,-1.5112964e-05
380,content,0.01802423,0.008790201,0.004309157
381,content,0.01824051,0.0074437507,-0.00043771625
382,content,0.014192224,0.005291968,0.0032218725
383,content,0.0141666895,0.0076380223,0.00011109852
384,content,0.01725345,0.004320076,0.0043850513
385,content,0.014817402,0.0029334505,0.0009757157
386,content,0.010286462,0.0017777368,0.0006901722
387,content,0.011847888,0.00036019017,0.004092321
388,content,0.015549501,0.005834205,0.0005681024
389,function,0.0031864506,-0.013166317,-0.008343771
390,content,0.016373083,0.001198004,0.007023281
391,content,0.01678667,0.004263021,-0.00011711756
392,function,0.012149224,0.004736876,-0.00043658586
393,function,0.022739265,0.0031294094,-0.006581564
394,content,0.013385466,-0.0042115645,-0.0005560742
395,content,0.013164333,0.0055641583,0.001398647
396,content,0.012780019,0.00023014896,-0.0005274303
397,content,0.015860444,0.005811899,-0.001657877
398,content,0.011549576,0.0014904717,0.00396399
399,content,0.016367914,0.0018862915,-0.0047908523
400,content,0.018155158,0.009020984,-0.002536353
401,content,0.011867668,0.004954366,0.0023266391
402,content,0.017616162,0.0012263897,-0.004593588
403,content,0.015144181,0.006318744,0.0011319916
404,content,0.0129115,0.00556311,0.0015805875
405,content,0.015774693,-0.0105667645,0.0010316151
406,content,0.013686209,0.0033963255,0.02551426
407,content,0.023791619,-0.015150421,-0.0044686887
408,content,0.015178051,0.005662107,-0.0052831136
409,content,0.014976123,-0.0044592824,-0.0002608643
410,content,0.0154473595,0.00370739,0.0015123951
411,content,0.012558447,-0.005757008,-0.002870194
412,content,0.013329154,0.0050553186,-0.0038417706
413,content,0.013258354,0.005881669,0.0003016981
414,content,0.018688362,0.008767386,-0.0015349474
415,content,0.015934236,0.005328856,0.0030296028
416,content,0.0086616175,0.009531193,0.0041114674
417,content,0.013955708,0.0051574903,0.00036673626
418,content,0.015177663,0.0030768076,-0.0012627601
419,content,0.022113707,0.0012357451,0.0007840067
420,content,0.017583434,-0.0071588955,-0.0017159738
421,content,0.0184486,0.008390192,-0.0006103473
422,content,0.011187977,-0.012672136,-0.007956939
423,content,0.012571183,-0.0014007636,-0.0050546858
424,content,0.015006226,0.004937888,0.00077775086
425,content,0.015070783,0.009068413,-0.0005285772
426,content,0.01626434,0.00043707018,-0.00044058834
427,content,0.012960743,0.010933544,0.00027469863
428,content,0.02617701,-0.0030226877,-0.002865089
429,content,0.0129798595,0.0052610585,-0.0050731157
430,content,0.012048603,-0.0020887444,0.0012245611
431,content,0.013023438,0.004093217,0.004085364
432,content,0.0149463145,-0.0043525407,0.005907653
433,content,0.013589072,-0.00021857093,0.0018113183
434,content,0.016665047,0.009870588,-0.00074542273
435,content,0.01971874,0.0002675204,0.0035694966
436,content,0.019486671,0.0020447068,-0.0023392958
437,content,0.013603335,0.0053628436,0.0009959595
438,content,0.012134069,0.0032608255,-0.0059251543
439,content,0.015703846,0.005099356,-0.0015612519
440,content,0.016401716,-0.00064189703,0.001837513
441,content,0.012001022,0.0045432714,-0.0019746425
442,content,0.028040519,0.0012484374,-0.0040288013
443,content,0.013924438,0.0021091641,-0.0011672692
444,content,0.016242856,0.0042855726,0.0011900663
445,content,0.017296018,0.0031719003,0.0003164253
446,content,0.016671654,0.009072201,0.0024688947
447,punct,-0.01856777,0.011707502,-0.007094544
448,content,0.014912726,0.0036129712,0.0007479125
449,content,0.01888064,-0.0007149402,-0.0016064423
450,content,0.016321708,0.0012090551,0.002770133
451,content,0.0097581865,0.004872459,-0.0018441156
452,content,0.012144334,-0.0003535636,0.001480926
453,content,0.011409846,0.008152747,0.0006486485
454,content,0.014956574,0.0077151586,0.0016446982
455,content,0.011557746,0.0062830853,-0.0049437713
456,content,0.01909899,-0.003818778,-0.002069094
457,content,0.012007731,0.011972567,0.0018997429
458,content,0.021942308,-0.00024494476,-0.0051161014
459,content,0.014131108,0.004670816,0.0011569915
460,content,0.016681422,-0.0045467564,-0.0010195436
461,content,0.010249877,0.007863334,0.0033378543
462,content,0.013213073,0.004841386,0.00054527924
463,content,0.015800554,0.0061336705,0.0041655083
464,content,0.023626508,-0.00070131326,-0.0053209066
465,content,0.017140927,0.0059760706,-0.004909123
466,content,0.0125382375,0.004342982,0.0016698096
467,content,0.028936172,-0.010536022,-0.016588252
468,content,0.023401104,0.0194783,-0.0032793176
469,content,0.015875844,0.003663808,0.0017708695
470,content,0.1507247,0.31473216,0.3057038
471,content,0.012759611,0.0042322697,0.0017345045
472,content,0.01809811,0.0017169759,-0.01037628
473,content,0.023038844,0.0068584303,0.0040286947
474,content,0.023444628,0.005258258,0.00029400838
475,content,0.0026236048,-0.0065766657,-0.006180199
476,content,0.015837431,-0.054650694,0.1585852
477,content,0.017176675,-0.01641102,0.0052065463
478,content,0.0129135605,0.004489814,-0.0018419647
479,content,0.015955728,0.006140087,6.618986e-05
480,content,0.013292147,0.0032196143,0.0037075013
481,content,0.01505243,0.0073173386,-4.9608967e-05
482,content,0.013041026,0.006315034,0.0030573597
483,content,0.020478537,0.01377585,0.012307708
484,content,0.012585456,-0.00011933371,0.0040310603
485,content,0.011746356,0.0035822918,-0.002986421
486,content,0.011785354,0.0077930884,0.0016307316
487,content,0.014904403,0.008063705,0.00067969225
488,content,0.010812,0.009885398,0.00053497637
489,content,0.021297645,0.006545159,-0.0022534071
490,content,0.020834154,0.0023305234,0.0026577073
491,content,0.024805713,0.001118975,-0.0037212232
492,content,-0.00944352,-0.020116206,-0.004382109
493,content,0.010487814,0.0011784632,0.0027238575
494,content,0.012567368,-0.0003605597,0.002120919
495,content,0.016823094,0.007447128,0.0017864368
496,content,0.016104398,0.006847473,-0.0017705755
497,content,0.01542528,0.006859274,0.0004906266
498,content,0.014273848,0.008075431,-1.079724e-05
499,content,0.016912935,0.0024874716,-0.0004507369
