step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,step_time,tokens_per_sec
1000,1768599549.0063803,7.651000499725342,7.651000499725342,0,0,0,,,2102.7483364789555,11.038060478792731,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009999442994594574,0.5337683690048324,0.0,0.01659561764952517,0.0,0
2000,1768599555.8311112,7.864766597747803,7.864766597747803,0,0,0,,,2603.902597689675,11.34645976831992,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009997653365135193,1.3278226647732154,0.0,0.016008120692229802,0.015630006790161133,24568.127522613908
3000,1768599562.645095,7.296416282653809,7.296416282653809,0,0,0,,,1475.0044454795345,10.526503587246134,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009994630217552185,0.39077719327574145,0.0,0.010413113132675915,0.015630722045898438,24567.003294691884
4000,1768599569.4573019,7.497523307800293,7.497523307800293,0,0,0,,,1803.569990606227,10.816639695112901,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009990373849868775,1.1322941657910843,0.0,0.007366184187592522,0.0,0
5000,1768599576.354374,7.321375370025635,7.321375370025635,0,0,0,,,1512.2824880741098,10.562511938822583,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00998488575220108,1.3467121221874727,0.0,0.011077445621489306,0.010881900787353516,35287.95267516761
6000,1768599583.2684593,7.59517240524292,7.59517240524292,0,0,0,,,1988.5726623010585,10.95751756374066,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009978166818618775,0.6848200550260258,0.0,0.008171776629692403,0.015630245208740234,24567.752768540835
7000,1768599590.1807258,7.102143287658691,7.102143287658691,0,0,0,,,1214.5674542515567,10.246226900788033,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009970219433307647,1.0931643822196073,0.0,0.012770638183764886,0.020516633987426758,18716.52046994294
8000,1768599597.07028,7.451066970825195,7.451066970825195,0,0,0,,,1721.6991684927357,10.74961736814106,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009961044788360596,1.4268430909348078,0.0,0.009366979538450924,0.013257980346679688,28963.687526974536
9000,1768599603.996639,7.249649524688721,7.249649524688721,0,0,0,,,1407.6114286904367,10.45903341745145,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009950645565986634,1.5848983230158546,0.0,0.00806019850131018,0.015630006790161133,24568.127522613908
10000,1768599610.9566965,7.216598033905029,7.216598033905029,0,0,0,,,1361.8482097392507,10.411350195603829,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009939024150371551,0.6121007449786499,0.0,0.019745166135699405,0.011002540588378906,34901.03007714311
11000,1768599617.8449054,7.276873588562012,7.276873588562012,0,0,0,,,1446.4587234758646,10.498309439394289,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00992618352174759,0.7812738917083955,0.0,0.01667756334952231,0.0,0
12000,1768599624.8325188,7.778059482574463,7.778059482574463,0,0,0,,,2387.6370708338372,11.221367843249554,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009912126958370208,1.821563142549346,0.0,0.009031583797403155,0.01562976837158203,24568.502288120082
13000,1768599631.674502,7.72971773147583,7.72971773147583,0,0,0,,,2274.959960558869,11.151625438671669,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009896857738494873,0.8849361663232785,0.0,0.017975486255863447,0.0,0
14000,1768599638.578034,7.475249290466309,7.475249290466309,0,0,0,,,1763.8413422142764,10.784505080764486,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009880379736423493,2.081507514665478,0.0,0.014413240089161979,0.01000213623046875,38391.79862700229
15000,1768599645.550607,7.297160625457764,7.297160625457764,0,0,0,,,1476.102763136041,10.527577446918123,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009862696826457977,0.9280789554562335,0.0,0.03690337075687396,0.015625476837158203,24575.250022887485
16000,1768599652.4576883,7.212808609008789,7.212808609008789,0,0,0,,,1356.6973537830083,10.405883211098203,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009843813478946686,1.1968563721867398,0.0,0.013548755779529336,0.0,0
17000,1768599659.3625078,7.496746063232422,7.496746063232422,0,0,0,,,1802.1687202636774,10.815518368229275,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0098237344622612,1.380304059224271,0.0,0.008282721061199223,0.0158078670501709,24291.70227591512
18000,1768599666.2519379,7.126631259918213,7.126631259918213,0,0,0,,,1244.6769034506628,10.281555576928271,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009802464842796326,1.8425601359991624,0.0,0.00580458192302737,0.020804166793823242,18457.840864552654
19000,1768599673.1552198,7.829442024230957,7.829442024230957,0,0,0,,,2513.526495190289,11.295497181285649,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009780009388923646,1.293718830254196,0.0,0.00623036936041648,0.015624284744262695,24577.12505150077
20000,1768599680.0456955,7.624200344085693,7.624200344085693,0,0,0,,,2047.1428004754648,10.999396027156358,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00975637435913086,0.6527567973492816,0.0,0.01018374838654145,0.013669967651367188,28090.776056927585
21000,1768599687.064428,7.16837739944458,7.16837739944458,0,0,0,,,1297.737184441034,10.34178252539922,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009731564819812775,0.6198858542360811,0.0,0.010829747087384092,0.011002779006958008,34900.27380874992
22000,1768599693.9993877,7.395276069641113,7.395276069641113,0,0,0,,,1628.2743786909273,10.66912811167606,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.009705587327480317,0.6393847495188524,0.0,0.008928290086334518,0.015630245208740234,24567.752768540835
23000,1768599700.9780765,7.521968364715576,7.521968364715576,0,0,0,,,1848.2016509268933,10.851906457498828,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00967844843864441,1.1221051151086459,0.0,0.010248303400981823,0.008893251419067383,43178.808503793465
