step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
50,8.558699877343561e-07,2412.43505859375,10.73272705078125,45831.50660709784,15.48405209137694,,,,2640.9936095601015,2518.54150390625,62.646305084228516,363.6061706542969,0.0025,744.496455857871,0.3438565731048584,0,0.7624116539955139,0.677662193775177
100,1.7117399754687122e-06,1024.4385986328125,9.79625129699707,17966.268327949223,14.13300316547975,,,,1059.7671745899906,979.1066284179688,35.331825256347656,185.057861328125,0.005,779.9450885421471,0.328228235244751,0,1.3837556838989258,0.4714994728565216
150,2.567609963203068e-06,292.61981201171875,9.057111740112305,8579.335484402432,13.066650192237232,,,,181.11655659383706,152.24923706054688,7.720284938812256,65.53857421875,0.004999950230121612,779.94622161755,0.3282277584075928,0,2.090334177017212,0.284932017326355
200,3.4234799509374243e-06,118.78614044189453,7.600921630859375,2000.038343002127,10.965811943026473,,,,103.81431176954294,30.4271183013916,2.376918077468872,17.197227478027344,0.004999801069498063,750.4286467091313,0.3411383628845215,0,3.6206209659576416,0.08964105695486069
250,4.2793499386717805e-06,9.320013046264648,7.291049957275391,1467.1102919330178,10.518761616234896,,,,4.465730143989778,0.7243277430534363,1.6900441646575928,0.12115310877561569,0.004999552369117737,779.9456550794371,0.3282279968261719,0,3.840165376663208,0.05051407217979431
300,5.135219926406136e-06,10.211285591125488,8.062627792358398,3173.6187977907825,11.631913132568993,,,,4.486246114507305,0.6618680357933044,1.6270569562911987,0.1335727572441101,0.004999204128980637,779.9450885421471,0.328228235244751,0,3.8401424884796143,0.05057510361075401
350,5.991089914140492e-06,8.945881843566895,7.175629615783691,1307.1828649137265,10.35224526194711,,,,3.5206293127918373,0.4276754558086395,1.4904894828796387,0.14217624068260193,0.004998756498098373,779.9450885421471,0.328228235244751,0,3.840165615081787,0.0505194291472435
400,6.846959901874849e-06,9.325172424316406,7.469900608062744,1754.4323004839255,10.776788563185574,,,,1.8466195887375663,0.39172813296318054,1.5814310312271118,0.13563969731330872,0.004998209327459336,779.9473546962449,0.32822728157043457,0,3.84013032913208,0.05050499737262726
450,7.702829889609204e-06,9.226937294006348,7.2576398849487305,1418.903806112783,10.470561070573481,,,,2.2677913752563845,0.294798880815506,1.8170942068099976,0.1298372894525528,0.0049975629150867465,741.9156141000625,0.34505271911621094,0,3.8401174545288086,0.05049838498234749
500,8.558699877343561e-06,9.06319522857666,7.324488639831543,1516.9979679540882,10.567003437732517,,,,2.727722864455479,0.32355165481567383,1.589167594909668,0.1299012154340744,0.0049968169629573825,744.4938748228456,0.3438577651977539,0,3.8401083946228027,0.05054770037531853
550,9.414569865077917e-06,8.89015007019043,7.448606014251709,1717.467350901892,10.746066958296648,,,,2.0911471644545534,0.3082013726234436,1.3924455642700195,0.13655871152877808,0.004995971769094467,779.9445220056803,0.3282284736633301,0,3.8401601314544678,0.05052867531776428
600,1.0270439852812273e-05,9.043201446533203,7.520801544189453,1846.046388950661,10.850223091312182,,,,2.5510382493380908,0.4210970997810364,1.5753027200698853,0.14641721546649933,0.00499502718448639,779.9473546962449,0.32822728157043457,0,3.840144634246826,0.050645288079977036
650,1.1126309840546628e-05,9.353921890258789,7.553317070007324,1907.0580965089014,10.897133079161522,,,,2.521673112551835,0.35365238785743713,1.870462417602539,0.13611938059329987,0.004993983209133148,766.0047697759147,0.3342015743255615,0,3.8401098251342773,0.050650373101234436
700,1.1982179828280984e-05,8.354769706726074,6.664975166320801,784.4439841088363,9.615526620099114,,,,3.1961852470138776,0.2885250449180603,1.3848226070404053,0.14401184022426605,0.004992840141057968,779.94622161755,0.3282277584075928,0,3.8401126861572266,0.05051835626363754
750,1.283804981601534e-05,7.680877685546875,6.668468475341797,787.1890812997981,9.620566399699998,,,,1.614012384170926,0.2971625328063965,1.1638180017471313,0.13661305606365204,0.004991597831249237,779.9456550794371,0.3282279968261719,0,3.8402113914489746,0.05035954713821411
800,1.3693919803749697e-05,7.268221378326416,6.076884746551514,435.669856453407,8.767091487903654,,,,3.9708951032454407,0.24145366251468658,1.2914096117019653,0.1407962590456009,0.004990256279706955,779.9456550794371,0.3282279968261719,0,3.8401544094085693,0.05044405162334442
850,1.4549789791484053e-05,8.295219421386719,6.960424423217773,1054.0808386986416,10.041769797858706,,,,2.1239296112242325,0.28110161423683167,1.2999893426895142,0.12783974409103394,0.004988815635442734,779.94622161755,0.3282277584075928,0,3.840160369873047,0.05054893344640732
900,1.5405659779218407e-05,8.9752836227417,7.008955955505371,1106.4986677905881,10.111785998816766,,,,2.001818522692635,0.2886127829551697,1.523383378982544,0.1580675095319748,0.004987276047468185,779.9456550794371,0.3282279968261719,0,3.8399884700775146,0.05050080642104149
950,1.6261529766952765e-05,8.455480575561523,6.617671012878418,748.2005169797219,9.547281152514337,,,,1.7695343841767792,0.25568893551826477,1.5004138946533203,0.1397276371717453,0.004985637366771698,783.4277763469041,0.3267691135406494,0,3.8400015830993652,0.05071616172790527
1000,1.7117399754687122e-05,8.372454643249512,6.835186958312988,930.0022061167052,9.861090328307066,9.177061462402344,849.7775268554688,9.73094128778461,2.585194524584048,0.2653627395629883,1.39815354347229,0.13908986747264862,0.004983899891376495,779.9445220056803,0.3282284736633301,0,3.840078353881836,0.05038131773471832
