step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
50,8.558699877343561e-07,1260.21923828125,10.269139289855957,28829.063017840177,14.815236327673201,,,,1177.1070885320707,1072.8770751953125,36.00461959838867,208.88153076171875,0.01,1488.9836200154205,0.17192935943603516,0,1.164301872253418,0.5550281405448914
100,1.7117399754687122e-06,56.47486114501953,8.04037094116211,3103.764290752346,11.599803283722302,,,,84.53604753507167,14.20228385925293,3.96977162361145,12.502158164978027,0.009999845027923584,1488.9898144694164,0.17192864418029785,0,3.8255553245544434,0.058681175112724304
150,2.567609963203068e-06,12.255928993225098,7.876700401306152,2635.163217826198,11.363676607532494,,,,3.918676388722554,0.46807464957237244,2.5360512733459473,0.14202049374580383,0.009999380111694336,1488.9856848276925,0.17192912101745605,0,3.839553117752075,0.05111166834831238
200,3.4234799509374243e-06,11.335482597351074,7.197746276855469,1336.4154573900926,10.384152859196385,,,,4.268230110613463,0.44733288884162903,2.435363531112671,0.1645389199256897,0.009998605251312256,1488.9856848276925,0.17192912101745605,0,3.839643955230713,0.051267776638269424
250,4.2793499386717805e-06,11.036993026733398,7.0217437744140625,1120.7392311892058,10.13023492174012,,,,4.513466723541792,0.5559636354446411,2.389345645904541,0.14177776873111725,0.009997520446777344,1488.9918792988685,0.17192840576171875,0,3.8394458293914795,0.0512380413711071
300,5.135219926406136e-06,13.326329231262207,8.07907485961914,3226.247124077887,11.655641234943232,,,,5.6481590326219,0.5449919700622559,2.4078714847564697,0.18872211873531342,0.0099961256980896,1437.9174163758446,0.17803525924682617,0,3.838747024536133,0.051333799958229065
350,5.991089914140492e-06,10.405502319335938,7.07496452331543,1182.0015665640126,10.207016232252519,,,,5.369542275619435,0.350208044052124,1.9382023811340332,0.169820636510849,0.009994421601295472,1488.9939441340473,0.17192816734313965,0,3.8395471572875977,0.05104859918355942
400,6.846959901874849e-06,11.415504455566406,7.490632057189941,1791.18386477362,10.806697722031823,,,,2.783086704697052,0.3886691629886627,2.3199193477630615,0.19911818206310272,0.00999240756034851,1488.9898144694164,0.17192864418029785,0,3.839282512664795,0.05102160573005676
450,7.702829889609204e-06,12.229096412658691,7.117462635040283,1233.3170843675348,10.268328047285111,,,,3.793472215713838,0.2886769473552704,2.8691792488098145,0.17173558473587036,0.009990084171295167,1488.9898144694164,0.17192864418029785,0,3.838996410369873,0.05125755816698074
500,8.558699877343561e-06,11.107036590576172,7.258597373962402,1420.263041541244,10.47194243522521,,,,4.323822199151095,0.319130003452301,1.975785255432129,0.19007132947444916,0.009987451434135437,1364.9115886484253,0.18755793571472168,0,3.839221477508545,0.050880759954452515
550,9.414569865077917e-06,12.322185516357422,7.369711875915527,1587.1764134069995,10.632246776163832,,,,3.086691669220669,0.32331976294517517,2.3476555347442627,0.19077739119529724,0.009984509348869323,1488.981555208875,0.17192959785461426,0,3.8385796546936035,0.051457248628139496
600,1.0270439852812273e-05,18.401948928833008,7.474172592163086,1761.9432392594451,10.782951733461893,,,,16.064888715932305,0.5152854323387146,2.6702680587768555,15.057072639465332,0.00998125821352005,1488.987749645691,0.17192888259887695,0,3.8355135917663574,0.05224204808473587
650,1.1126309840546628e-05,13.364964485168457,7.4905500411987305,1791.0369650776538,10.80657939796803,,,,4.296160719946426,0.44262030720710754,2.9794812202453613,0.20469419658184052,0.009977698624134064,1553.1538107705437,0.1648259162902832,0,3.8381717205047607,0.05164290964603424
700,1.1982179828280984e-05,12.0463285446167,6.563965797424316,709.0781863733233,9.469800904508832,,,,6.013889666128303,0.3449717164039612,2.1918087005615234,1.741529107093811,0.009973830282688141,1488.9856848276925,0.17192912101745605,0,3.838294744491577,0.05132978782057762
750,1.283804981601534e-05,9.310524940490723,6.502835273742676,667.030167642847,9.381608201146383,,,,2.1694933030532173,0.37228450179100037,1.7898049354553223,0.17790964245796204,0.009969653487205505,1401.4992390404861,0.1826615333557129,0,3.839813232421875,0.0506882444024086
800,1.3693919803749697e-05,9.838082313537598,5.783078670501709,324.75747419134603,8.343218919003556,,,,4.268526145010548,0.2857882082462311,2.1101183891296387,0.20434695482254028,0.009965168535709381,1364.9063835521013,0.18755865097045898,0,3.8383164405822754,0.05123758316040039
850,1.4549789791484053e-05,21.435897827148438,6.787556171417236,886.7438617280335,9.792373628258925,,,,17.884957399658152,0.3555504381656647,2.411228895187378,17.48737907409668,0.009960376024246216,1364.9081185797984,0.18755841255187988,0,3.833728313446045,0.051956575363874435
900,1.5405659779218407e-05,12.940592765808105,6.912920951843262,1005.1790379524987,9.973236775281686,,,,3.642451059712248,0.40198251605033875,2.1774284839630127,0.2869262397289276,0.009955275654792786,1488.9939441340473,0.17192816734313965,0,3.83707594871521,0.0512552447617054
950,1.6261529766952765e-05,11.50988483428955,6.450727462768555,633.1627276281412,9.30643252066244,,,,3.1566087015549975,0.3645147979259491,2.2509024143218994,0.5434228181838989,0.009949868321418762,1488.9898144694164,0.17192864418029785,0,3.837357521057129,0.051816679537296295
1000,1.7117399754687122e-05,12.116682052612305,6.6954145431518555,808.6891012640399,9.659441358101027,15.267708206176758,705.486083984375,9.46247348047923,5.203660786522221,0.3532387912273407,2.0609800815582275,4.093708515167236,0.00994415432214737,1364.9063835521013,0.18755865097045898,0,3.83245849609375,0.051288120448589325
