token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49
10,punct,-0.01811087,0.017182164,0.011388021,-0.007960878,-0.029877096,-0.030606879,0.015370056,0.0055119037,0.031150954,-0.034566768,0.02129074,-0.02789765,0.015680334,-0.001953943,0.022063041,-0.02443094,-0.006212446,0.016375376,0.016846482,-0.0047229826,0.030471148,-0.052004084,-0.0225879,-0.02782442,-0.0071723596,0.020156035,-0.008236657,-0.0111248465,0.001873694,0.006410161,0.006279429,0.025288165,-0.01788892,0.0042449324,-0.0032695492,-0.01703556,-0.053814776,-0.008656416,-0.0065649804,-0.0066449004,0.009171775,0.01165526,-0.03899414,-0.030363007,0.011055793,-0.01107979,0.000614555,-0.016936325,0.0007990911,0.019808384
11,punct,0.41158894,0.43312818,0.039986014,-0.26936314,-0.4828662,-0.18089223,-1.8293264,0.006846096,-0.13789116,0.14787006,0.524027,-0.60957414,0.14355136,0.49185666,1.0001962,-0.86106664,0.04923369,-0.13317177,-0.10947411,0.17883983,-0.68692315,0.69342333,-0.14999118,-0.8953429,-0.3344423,-0.2627725,0.39403218,-0.20865533,0.8182974,0.08415665,0.12547648,0.9531658,-0.4807806,0.3197743,-0.87011987,-0.3136992,-0.06093509,1.2293034,-0.3253132,-0.6912963,0.3273706,0.22723559,-0.49728265,-0.37594602,0.8514446,0.6040674,-0.27966365,0.25571707,-0.13212857,-0.16454053
12,punct,-0.033690747,-0.31248036,0.03936203,-0.017124306,-0.28497493,-0.18126556,0.5184542,-0.43612143,-0.33085328,-0.39256942,-0.88420534,0.57084763,0.16475588,0.4095797,-0.2736028,0.46263036,0.044809278,2.9228537,-1.2727994,0.3310383,-0.050963838,-0.22308159,-0.15067343,-0.334824,-0.506684,0.48423508,-0.11201376,-0.05350774,-0.039317563,-0.47909778,0.09779365,0.38321683,-0.3982305,-0.24062628,0.8923488,-0.15936515,-0.31301972,-0.091298535,0.34767914,0.04214402,0.19865008,0.08143591,-0.040199064,-0.0287782,0.0469029,-0.44293848,0.048288353,-0.5004992,-0.33077675,-0.15995347
13,punct,0.07309734,0.0634453,0.10078361,0.31464878,0.32470083,-0.18094966,0.66285366,-0.10579146,-0.27493116,-0.20081694,0.4598641,-0.49338067,0.5522224,-0.5184089,-1.0837767,-0.07640943,0.030571848,0.2720877,-0.22854888,-0.016912544,-0.5088366,2.4462752,-0.1507458,-0.24788895,-0.62412626,0.5722498,-0.3913892,-0.13418983,-0.28856358,-1.0400636,0.06319848,-1.1992286,0.32386932,-0.60772467,0.3922129,0.32792366,0.6634494,-0.67321205,-0.22608972,-0.23585747,-0.12426061,0.18200971,-0.10318912,-0.0054581338,0.28913963,-0.39596984,0.2172368,0.22166894,0.7327143,-0.16238435
14,punct,0.01053878,-0.003705374,0.014135665,-0.009121165,0.028387789,0.00040506697,0.0049721645,-0.020394912,0.00031859707,-0.045547538,-0.028390367,0.044037096,-0.014487634,0.033144977,-0.0007930868,0.006300806,-0.023292689,0.017581375,0.026631836,-0.013764221,-0.0066818814,0.004368374,0.01209093,0.016044239,0.02101372,0.0029950654,-0.0032372002,-0.018037783,-0.02751217,-0.023280947,-0.027963998,-0.03708268,0.0011338203,-0.022402538,-0.009214665,0.003186155,0.012885202,-0.031399954,-0.0016741535,0.015507439,-0.014895518,-0.008425927,0.0036172299,-0.01667858,0.01717452,0.011992701,-0.007823748,0.007650263,-0.021530887,-0.032920923
15,digit,0.05250185,-0.5023118,0.050108902,-0.38594294,0.050613776,-0.18191214,0.5548224,0.03947876,0.6372335,0.70025474,0.7831592,-0.8016129,0.7752913,0.16585994,1.2301538,-0.4157993,0.040237956,-1.0131971,-0.9560727,0.07569377,-0.121249765,-0.6039445,-0.14969265,0.81552505,0.66430044,-0.23509663,-0.5242029,0.21757165,0.64894927,-0.24232718,-0.13361663,0.19026123,-0.07984726,-0.17795163,-0.37397778,0.6345545,-0.273877,0.26043352,-1.367415,0.0050609233,-0.10702734,1.1709441,-0.8883645,-0.19265543,-0.8202639,0.4576239,0.086798705,-0.1877292,-0.50031805,-0.16407715
16,digit,-0.56640613,0.37804085,0.059510447,-0.0401714,0.36070305,-0.1817746,0.4141049,0.38519734,-0.0742213,-0.5243979,-0.48501688,-0.13615748,-0.34439826,0.14033814,1.2195995,0.018929005,0.046793077,-1.6959811,-0.495015,0.4980476,0.09329434,-0.37532842,-0.14998211,0.12407437,0.020198062,0.18038267,-0.1359803,-0.017966874,-0.09604012,-0.22303456,0.6726028,2.0486984,-0.44561672,0.1665942,0.18727042,0.12475267,0.1552182,0.5373774,-0.084042706,-0.29262,0.16011928,0.40741783,-0.13307656,-0.6873161,-0.51159436,0.27874592,-0.23388569,-0.053102773,-1.5960288,-0.16341788
17,digit,-0.66909814,0.30683744,0.06431468,0.1873656,0.23431939,-0.18189992,-0.06606235,0.4641076,-0.18316531,-0.6363903,-0.30571398,-0.23814212,-0.27908182,0.14572838,1.162618,-0.22138675,0.044403404,-1.2479937,0.12715498,0.30662996,0.17186925,-0.73823303,-0.14981887,0.28726667,0.048548676,0.25498024,-0.2671435,-0.005942156,0.07046766,-0.2596069,0.8186453,2.0842326,-0.70413077,0.2335218,0.34474933,0.16501102,0.22728662,0.7914507,-0.12095869,-0.476942,0.13569102,0.2210684,-0.30481336,-0.65187436,-0.20630628,0.28571427,-0.32882756,-0.20633796,-1.6334268,-0.16319849
18,digit,-0.34466627,-0.12773833,0.05787104,-0.37407163,0.25521532,-0.18145445,0.42514437,0.23504952,-0.18220408,0.98953784,0.60932285,-0.6490935,0.048094936,-0.060838398,0.8950519,-0.8734899,0.051546156,-0.6506314,-0.6685817,-0.29209593,0.27471736,-1.254045,-0.14999418,1.0035733,0.53350234,-0.57587355,-0.09587571,-0.3838561,0.04319827,0.009021425,-0.07625928,0.16552241,0.57629603,0.31811395,0.2609418,0.71438706,0.16222943,0.9087156,-1.9079831,-0.5199279,0.5472323,0.2970971,-0.04214582,0.006252408,-0.48451522,0.13055314,-0.07130066,0.20112106,-0.6937809,-0.16362382
19,digit,-0.14282192,-0.19509956,0.061327506,-0.009300016,-0.18071851,-0.18123563,-0.43559885,0.5822008,-0.0016046236,-0.24429767,0.2893942,-0.54718393,0.006769403,0.17919391,1.7065793,-0.33724153,0.045269653,-1.3625047,-0.23558499,0.62804717,-0.15458123,-0.87558436,-0.14977588,0.16238748,0.09980675,0.2465703,-0.48083696,-0.1790399,0.27887663,-0.004830303,0.17489803,1.5616616,-0.8601036,0.28192374,0.49256113,-0.2512938,0.21603659,1.0060462,-0.45302474,-0.48355636,0.1690541,0.756831,0.12521374,-0.38428512,-0.9413994,0.3840096,-0.05920261,-0.20047872,-1.0009974,-0.16330601
20,digit,-0.3833278,0.5784736,0.05006353,-0.045917537,-0.0654999,-0.18144031,0.9173517,0.16659914,0.6198477,-0.086176455,-0.20724471,-0.055251203,0.017722901,-0.07895351,0.66683745,-0.13391082,0.041563936,-1.9288561,-0.4363546,0.27244544,0.037897915,-0.28737304,-0.15008076,0.8318319,0.09414543,0.45111468,0.26567242,-0.124112315,-0.10097084,0.2694159,0.15342297,0.83884364,-1.3924892,-0.19591801,1.2525562,-0.77166575,-0.28116053,0.22416687,0.32219788,0.006463619,-0.79625094,0.19556393,-0.4404751,-0.34987208,-0.3317887,0.42907754,-0.17272644,0.6242933,-1.2118466,-0.1644352
21,digit,-0.0037005856,-0.29228675,0.09850882,0.46225467,0.536462,-0.18125264,1.1089013,0.3394739,-0.0007156876,-0.122933865,-0.5740492,-0.5162788,0.96240085,-0.279963,0.1720032,0.032724522,0.046773273,-0.75070435,-0.48319763,-0.10315469,-0.13926494,1.0555266,-0.14996085,-0.07737845,0.026926912,0.8577927,0.26014602,-0.071273796,-0.5357356,-1.3576581,0.8369106,0.739007,-0.4455659,-0.73769003,0.17592598,0.58156645,0.7030505,-0.26082456,0.0004950556,-0.10630804,-0.25104788,0.7705711,-0.7271948,-0.54628885,-1.4752365,-0.22748338,0.009045476,0.24279822,-0.42631763,-0.1641826
22,digit,-0.85792303,-0.016635431,0.05003537,0.0851068,0.58269596,-0.18169837,0.48335928,0.3092981,-0.34354165,-0.42775765,-0.14320908,-0.21147004,0.37643468,0.1695016,1.206623,-0.021615556,0.0469262,-0.66645753,-0.8984379,0.30862623,0.035511512,-0.6988843,-0.1499106,0.41846728,0.01687135,0.4811319,-0.21421877,0.06600811,-0.0029644624,-0.2402179,0.54953575,1.5940554,-0.6095113,0.47360712,-0.19935814,0.10749097,0.20238614,1.0437701,-0.2972382,-0.052869838,0.16062129,0.6399075,-0.4662498,-0.8287898,-0.3898466,0.110943586,-0.22852296,-0.4664565,-1.8079563,-0.1630866
23,digit,0.5918086,-0.14216024,0.036972634,-0.38282728,0.08148375,-0.1816645,1.128535,0.051680855,0.011518449,0.596267,0.3911487,-0.7399531,0.75099087,0.26390606,0.91649276,-0.047457147,0.04065997,-0.7659864,-0.88874435,-0.14154051,-0.11905201,-0.52336353,-0.15030605,0.8857862,0.05081111,-0.39104187,-0.50006086,-0.2827063,0.9157749,0.00185169,-0.43648484,1.0659804,-0.35473076,0.10968511,-0.11244138,0.6659747,-0.8270768,0.37490025,-1.5472355,-0.40697765,-0.2959568,0.9939754,-0.14901218,-0.0074153813,-0.5844224,-0.23590685,0.3401427,-0.41924825,-0.5460555,-0.16374359
24,digit,-0.542687,-0.08786472,0.057633765,-0.46614355,0.61403656,-0.18148449,0.7298739,0.009126078,-0.3477877,1.0937575,0.95534265,-0.72816145,0.32455903,0.032658603,0.68540215,-0.31011322,0.053644918,-0.26038212,-0.5399912,-0.253915,0.14487182,-0.5887644,-0.1500245,0.8669753,0.19557512,-0.33355942,-0.1665645,0.12637416,-0.053387847,-0.1691883,-0.07345093,0.7220652,0.085095726,0.22739561,-0.31287128,0.7936993,0.24087918,0.83770597,-1.9489709,-0.47306728,0.4981797,0.63826394,-0.18381064,-0.4047946,-0.85240555,-0.14671648,-0.012140275,-0.32549086,-0.933552,-0.16345665
25,punct,-0.030836752,0.03401873,-0.015436548,0.0012303647,0.0007359883,-0.0018613342,-0.01660049,0.014663368,-0.023006057,0.020200623,0.0022179433,-0.0024271843,0.0073192427,-0.005056009,0.026064089,0.01449247,-0.00758725,0.011900965,-0.0060779904,-0.0051320605,0.01134968,0.012208311,0.029694397,0.014933369,0.032424115,-0.024632832,-0.05096454,0.05551197,-0.012555762,-0.04891169,-0.009053132,-0.0078078234,-0.02140994,-0.01689589,0.008036645,0.02074556,0.0007277368,-0.0060423873,-0.00477532,-0.025712382,-0.014261267,0.03057562,-0.022677088,0.0179056,-0.017113473,0.016269658,-0.01939134,-0.019175334,-0.0060031526,0.012474431
26,punct,0.02760452,-0.009733925,-0.02270436,-0.020390965,0.011875842,0.0010713317,0.005897671,-0.0013145038,-0.010416094,-0.010780047,-0.006151309,0.016334176,-0.018890526,0.028873406,0.00218812,0.037537213,-0.014349099,0.020466467,0.019745534,0.0044073174,-0.043160766,-0.0034828826,-0.0140785035,-0.010027101,-0.052221462,0.012131316,-0.019277459,-0.02305891,0.004382364,-0.041896503,-0.01933875,-0.01685667,0.007286071,-0.017095646,-0.01769499,-0.017114976,0.0033783638,0.040252637,0.03647571,-0.01184965,0.0020652306,-0.0057874876,-0.014732366,-0.026389334,-0.030383298,0.00801869,0.017319925,0.0075319814,0.012161418,0.028822698
27,punct,-8.362995e-05,0.0019732157,0.0015005016,0.006076443,0.005443976,-0.014769974,-0.016813068,-0.012639272,0.00976392,0.014452376,0.0008111368,-0.023099333,-0.004699453,-0.0048251753,0.022415113,0.005288851,0.050020646,-0.0024038316,-0.043548644,0.012541023,0.010407552,0.035781004,0.008924848,-0.03662082,-0.009209052,0.0163369,0.014378161,-0.0042948327,-0.035474844,-0.0015571251,0.054917987,-0.030246675,0.0066854027,0.012423184,-0.007510233,-0.019244874,-0.008345137,0.019481977,-0.013754821,-0.013467684,0.02178895,-0.012798873,0.009332163,0.03553272,0.00577174,0.013129647,0.00064455235,-0.000102674654,0.019482864,-0.012938268
28,punct,0.0029412897,-0.026468689,0.007578718,-0.0072494885,-0.022286952,-0.006501196,-0.032054424,0.033380628,0.023188956,-0.04097744,0.02849063,-0.033144716,-0.01503202,0.011642018,0.016670112,-0.019852532,-0.015988344,0.028068043,-0.0099090785,-0.022686912,-0.015273321,0.025998639,-0.007721653,-0.007417518,-0.018272907,-0.0038796936,-0.022694426,-0.0080350675,-0.0011443156,-0.01420338,-0.008919526,0.034134466,0.01942433,-0.03603688,0.0016641379,0.008641699,0.010453262,-0.009479976,-0.001835258,0.004147415,-0.04402216,-0.035648044,-0.00576613,-0.03934985,-0.0040025827,-0.009534244,-0.038522027,-0.005242821,0.02296965,0.011811359
29,punct,-0.88843894,0.10575776,0.087951146,-0.39901435,1.1096451,-0.1815476,-0.6861322,0.6136228,-0.0014284527,-0.5123264,-0.6595061,0.342022,0.30076146,0.49836305,-0.10021857,0.36800966,0.038297147,-0.96348417,-0.68707603,-0.7779385,0.25301304,-0.4522427,-0.15066344,0.20085031,0.10838932,0.2987613,-0.48752537,0.09599973,0.80093086,0.2983105,-0.06562882,-0.9142513,0.34021264,-0.046805404,0.1464907,0.6700754,1.6057525,0.20021127,0.40142298,-0.3018707,0.14604396,0.41721025,-0.22722727,0.24712141,-0.52880037,-0.11480538,-0.5065308,0.329019,-1.407743,-0.1640925
30,punct,-0.021923792,-0.0050040823,0.009748469,0.011291486,0.004856947,0.004521233,-0.031446077,0.016092245,-0.017054992,0.0071337163,-0.031843465,-0.052174233,-0.023649609,0.029081162,-0.015904672,0.012949336,0.017506292,-0.029812103,0.0069081667,-0.001377754,0.011283246,0.030458307,-0.02574546,-0.029711349,-0.04908069,0.0062939273,-0.015544947,-0.0068224138,0.010358847,-0.0172871,0.019581016,-0.0020780521,-0.014609475,-0.0018173805,0.010898034,-0.019813694,-0.032355063,-0.0068035,-0.021516904,-0.040353585,0.03770956,-0.009135535,-0.014515444,-0.028089229,0.018271254,-0.012813983,-0.02634585,-0.0014160515,0.006825641,-0.010718677
31,punct,0.012112175,0.008377987,-0.040636696,0.02510758,-0.017108165,-0.035121303,-0.012333037,-0.021309676,0.009581956,0.022351813,0.0461244,0.017834641,-0.02258237,0.004483623,0.022399146,0.021728484,0.02652442,0.025557505,-0.024764242,0.018975724,0.019832324,-0.017039351,-0.03060374,-0.0053446097,-0.0096908435,-7.106447e-05,0.010031858,-0.025892926,0.035974886,-0.030531233,0.0076949033,-0.024331212,0.003893531,0.03770986,0.019710548,-0.009616124,-0.009293858,-0.030214375,0.008167034,0.002621763,-0.0141564375,0.0042183506,-0.013018797,0.007944621,-0.025272034,0.018067928,0.012622085,-0.025627444,-0.0044085653,-0.0021022658
32,letter,-0.7729807,-0.08965336,0.022429043,0.06296294,0.120477356,-0.18099073,-0.6207778,-0.44730803,0.44998294,-1.1777514,-0.6383519,-0.24928208,1.0514839,-0.5164734,0.07025866,-0.17652817,0.044999644,-0.894024,-0.34046018,0.0282438,0.25832456,1.2925909,-0.14966327,-0.5236596,0.16179687,0.49875504,0.0019033044,0.26929963,-0.4525163,-0.41591865,0.7783731,0.667785,-0.2827152,-0.31986246,0.099642634,0.4138822,1.2599322,0.4867749,0.09526144,1.4143691,-0.56460106,0.13023318,0.0790228,-0.5593611,0.34155053,-0.28773224,0.038027704,-0.7332715,-0.5693392,-0.16570708
33,letter,-1.6671042,-0.13695882,0.055243704,0.23921739,0.0832129,-0.18184075,0.009497693,0.1498899,0.09339117,-0.3647154,0.00040987605,-0.24841368,0.27343225,-0.06567897,0.0428367,0.4141804,0.046928674,-1.5955292,-0.3173213,0.31748754,0.08915283,-0.78129613,-0.14995547,0.27404478,-0.3078099,0.3270173,0.19588464,0.12096398,0.15885492,-0.22223516,0.63105184,0.82230014,0.3359772,0.342949,-0.72271097,-0.34501073,1.9916142,0.71204686,-0.1817894,0.32265055,0.2416987,-0.32993722,-0.09402408,-0.3476521,-1.0002017,-0.33205122,-0.051354762,0.3887161,-0.17853253,-0.16311188
34,letter,-0.40439367,-0.2596146,0.074098185,0.21044663,0.5098027,-0.18145917,0.08199468,-0.5929157,-0.6668212,-0.1269437,-0.35447466,-0.14176053,0.10457141,-0.54424644,0.43169102,0.13023067,0.044836458,-1.7065876,-0.42269033,-0.7212546,0.19617176,-0.37054837,-0.15021126,-0.26238638,-0.5348562,0.5446065,-0.0006353724,0.39266816,0.17459646,-0.012291709,1.6195726,0.046513885,0.5647704,-0.12268201,-0.11225895,0.842751,1.8635087,-0.078232326,-0.10154299,-0.72425556,0.30418947,-0.101692244,-0.042916443,-0.34432855,-0.6872541,0.2031737,0.047671936,0.33183622,0.08750214,-0.16407126
35,letter,-0.29171112,-0.23242992,0.051709287,0.18894209,-0.05519313,-0.18153635,-0.84924686,0.8574797,0.6795726,-0.17237595,-0.94638526,0.288867,0.29795045,-0.27712303,1.4703133,-0.24109453,0.043562558,-1.8737766,0.18412238,0.80386436,0.0866436,-0.21401015,-0.14986123,-1.0471745,-0.2257747,0.35840166,0.26620367,0.3481553,-0.14287418,-0.1951695,0.4473711,-0.23363072,0.70564383,-0.51849234,-0.49016398,-1.00104,0.9464709,0.17449051,0.2221872,-0.14264825,-0.12188327,0.04896545,0.6961888,-0.48991832,-0.06538063,-0.080346,-0.10244494,0.30839738,-0.007365682,-0.16195865
36,letter,-1.1937699,0.5158337,0.036825996,0.24775274,0.05020943,-0.18173264,-0.5757782,0.041890915,0.43285495,-0.5506493,-0.24224609,0.31175864,0.108344525,-0.24552289,0.90019786,0.17964007,0.04147685,-1.7592831,0.20055577,0.68489,-0.056111295,0.18432777,-0.15044649,-0.12163825,0.21761335,-0.744538,0.24503641,0.2893097,0.03595164,0.32638675,0.22248267,0.5668574,-0.9162187,0.35787043,-0.116757154,-0.6243182,1.6649035,-0.44559467,0.17346767,0.5268303,-0.8413477,0.66862315,0.14675824,-0.073462054,-0.27405673,-0.14163242,-0.6675646,0.16241366,-0.5200432,-0.16395637
37,letter,-0.7473791,0.33902708,0.04247284,0.24733299,-0.5252538,-0.18156764,-1.0719315,1.0020752,0.11438533,-0.64702517,-0.7934339,0.54967314,1.2379335,-0.37439197,-0.14613518,0.66791904,0.048164852,-1.2667258,-0.5761192,0.013917626,0.05432791,0.061313007,-0.15019971,0.4690564,-0.47731534,0.1675282,0.8853266,-0.08701801,-0.04380866,-0.6913335,0.67879087,-0.06580779,0.38512868,-0.38392958,0.022270601,-0.1833928,1.3427397,1.0016046,-0.2902441,0.35367268,0.18231006,-0.18957148,-0.17673215,-0.82334787,-0.41477194,-0.40052417,-0.05405595,0.01873213,-0.01671822,-0.16439678
38,letter,-1.5455316,0.30124643,0.06121905,0.31231257,0.03860245,-0.18176304,-0.7757002,0.28498563,-0.66064614,-0.124495514,-0.530384,-0.060452674,0.25980693,-0.66393995,0.94105417,0.22209418,0.043565888,-0.34431285,-0.71823376,0.1586379,0.09430367,-0.07321015,-0.1498738,0.68745995,-0.044210326,-0.38623676,0.3801345,0.3714924,0.05376801,-0.558024,0.73590344,-0.5753892,1.210887,0.33560124,-0.09745824,-0.24083467,1.7729969,0.6496638,-0.33564228,0.010663063,0.11976781,-0.9159597,0.1620587,-0.36394942,-0.7371208,-0.14935887,0.07276711,0.0014510481,0.012068336,-0.1627965
39,letter,-0.8610551,0.23496471,0.04766359,0.33133388,-0.19509277,-0.1816002,-0.25647745,0.3113091,-0.7058115,-0.6367668,-1.1617299,0.31864005,0.9207954,-0.09496132,-0.45720345,0.1516877,0.051696397,-1.5565609,-0.007414081,0.3069042,0.4406307,0.20303519,-0.15033367,0.27348575,-0.4929049,0.1312997,0.63011605,0.013498119,0.35499716,-0.68091697,0.9529289,0.37194127,0.6677222,-0.32411644,-0.085476264,-0.4821782,1.3362423,0.8049906,-0.3693333,-0.3106244,0.3792047,-0.41770053,-0.874557,-0.14179091,0.24109928,-0.8138258,0.050283954,0.45818484,0.3609655,-0.16479507
