step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,attention_entropy,attention_concentration,rg_modularity,rg_effective_rank,rg_n_clusters,rg_kl_within_mean,rg_kl_within_std,rg_kl_between_mean,rg_kl_between_std,rg_beta_entropy,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,step_time,tokens_per_sec
1000,1768667055.6281598,7.533585071563721,7.533585071563721,0,0,0,,,1869.7968574419447,10.868665822860107,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002999832898378372,0.7103751849616348,0.0,0.13080756531797685,0.015629053115844727,24569.626653242416
2000,1768667062.5231795,7.685833930969238,7.685833930969238,0,0,0,,,2177.2849220558523,11.088314497305449,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029992960095405577,1.0136718137745588,0.0,0.25564545047587794,0.0,0
3000,1768667069.4095128,6.958934307098389,6.958934307098389,0,0,0,,,1052.5113055335187,10.03962001472292,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029983890652656554,1.039350578427426,0.0,0.286921155224459,0.015630245208740234,24567.752768540835
4000,1768667076.250543,7.071751594543457,7.071751594543457,0,0,0,,,1178.2099740423234,10.202380955846465,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002997112154960632,1.0982339671132046,0.0,0.2931155703240002,0.0,0
5000,1768667083.133291,6.807534694671631,6.807534694671631,0,0,0,6.758574771881103,6.758574771881103,904.6378471098986,9.821196544682326,861.4137573242188,9.750562306870124,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002995465725660324,1.0982572756108009,0.0,0.31476539065965276,0.01562976837158203,24568.502288120082
6000,1768667107.2975173,7.237176418304443,7.237176418304443,0,0,0,,,1390.1631847079082,10.441038528726372,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029934500455856323,1.4271449945933874,0.0,0.4035927421415957,0.0,0
7000,1768667114.237185,6.47164249420166,6.47164249420166,0,0,0,,,646.5448014096331,9.336606532791018,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002991065829992294,1.7617252972790638,0.0,0.5176090670700426,0.01562952995300293,24568.877065059874
8000,1768667121.1735628,6.784112453460693,6.784112453460693,0,0,0,,,883.6954179714714,9.787405393440801,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029883134365081787,1.3546081134433958,0.0,0.4215468763618299,0.01562976837158203,24568.502288120082
9000,1768667128.1426158,6.538432598114014,6.538432598114014,0,0,0,,,691.2023366913745,9.432964284485829,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029851936697959896,1.2983597853065152,0.0,0.44081507407091813,0.01562976837158203,24568.502288120082
10000,1768667135.0738275,6.411764621734619,6.411764621734619,0,0,0,6.444130325317383,6.444130325317383,608.9673304773578,9.250221023123835,628.9994506835938,9.296914863177571,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002981707245111465,1.2262551183593915,0.0,0.4031112742694227,0.015628814697265625,24570.00146448621
11000,1768667159.3138537,6.497564315795898,6.497564315795898,0,0,0,,,663.5235294698815,9.374003816255833,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029778550565242765,1.5329257536803067,0.0,0.5526363073271888,0.015630006790161133,24568.127522613908
12000,1768667166.233925,7.143425941467285,7.143425941467285,0,0,0,,,1265.7573801253204,10.305785180712427,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002973638087511062,1.25025008270822,0.0,0.4042553676323786,0.015629291534423828,24569.25185343381
13000,1768667173.1128519,7.131640911102295,7.131640911102295,0,0,0,,,1250.9279452700384,10.28878297584813,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029690573215484617,1.471303002866492,0.0,0.5255969341085779,0.015629291534423828,24569.25185343381
14000,1768667180.0121076,6.730194568634033,6.730194568634033,0,0,0,,,837.3101644011145,9.709618328386156,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029641139209270477,1.2611534490962426,0.0,0.43161994651777175,0.006712436676025391,57207.24358883285
15000,1768667186.9434164,6.779024600982666,6.779024600982666,0,0,0,6.257474517822265,6.257474517822265,879.210724453157,9.780065173901976,521.899169921875,9.02762745535124,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002958809047937393,1.439301020885765,0.0,0.5146536932280278,0.0,0
16000,1768667211.5221162,6.536067485809326,6.536067485809326,0,0,0,,,689.5694972253355,9.42955214869271,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029531440436840055,1.4002587255912742,0.0,0.47726158645390265,0.015630006790161133,24568.127522613908
17000,1768667218.4242442,6.7392802238464355,6.7392802238464355,0,0,0,,,844.9523403775238,9.722726158104317,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.000294712033867836,1.3747021070857672,0.0,0.47680984138840343,0.0,0
18000,1768667225.3135934,6.31343412399292,6.31343412399292,0,0,0,,,551.9371184810063,9.108360101663743,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029407394528388974,1.3458751696526277,0.0,0.48947188074711706,0.015630483627319336,24567.378025900332
19000,1768667232.177863,7.041245460510254,7.041245460510254,0,0,0,,,1142.8100454317255,10.158369907560068,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002934002816677093,1.4746880825675435,0.0,0.5429288637149791,0.01562952995300293,24568.877065059874
20000,1768667239.0237517,6.93969202041626,6.93969202041626,0,0,0,6.232189655303955,6.232189655303955,1032.452191794331,10.01185926315125,508.8684997558594,8.991149109586514,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002926912307739258,1.551421858294157,0.0,0.5690238047107213,0.0,0
21000,1768667263.248902,6.484551906585693,6.484551906585693,0,0,0,,,654.9454217465477,9.355230878018252,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002919469445943832,1.5737453567016229,0.0,0.5957869047714998,0.0,0
22000,1768667270.1794941,6.58143424987793,6.58143424987793,0,0,0,,,721.5735041495104,9.495002554235665,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029116761982440946,1.517210931310657,0.0,0.5614368213721507,0.015630483627319336,24567.378025900332
23000,1768667277.1111393,6.8448638916015625,6.8448638916015625,0,0,0,,,939.0454603377214,9.875051191973506,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00029035345315933225,1.4030373634932256,0.0,0.5004686079008682,0.015630006790161133,24568.127522613908
24000,1768667283.975177,6.994226455688477,6.994226455688477,0,0,0,,,1090.3199406530325,10.090535822476157,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002895046323537826,1.5828248152527977,0.0,0.6396367518399206,0.0,0
25000,1768667290.9014986,6.444937229156494,6.444937229156494,0,0,0,6.142679691314697,6.142679691314697,629.5071610263128,9.298078979344732,465.29876708984375,8.862013528429063,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028862137198448176,1.5187970241296145,0.0,0.5829451704506153,0.01562952995300293,24568.877065059874
26000,1768667315.1046605,6.833446979522705,6.833446979522705,0,0,0,,,928.385428990003,9.858580069535073,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028770389556884764,1.4762370166518723,0.0,0.5723524564760543,0.01562952995300293,24568.877065059874
27000,1768667322.005598,6.450708389282227,6.450708389282227,0,0,0,,,633.1506511226833,9.306405003438302,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028675242662429804,1.4620627264160524,0.0,0.5703418673039984,0.015630006790161133,24568.127522613908
28000,1768667328.8671174,6.916897296905518,6.916897296905518,0,0,0,,,1009.1839338037763,9.978973428583867,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028576719760894774,1.4801639731057563,0.0,0.6041650651771073,0.015630722045898438,24567.003294691884
29000,1768667335.7425294,6.912623405456543,6.912623405456543,0,0,0,,,1004.8799950535238,9.972807506585132,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002847484588623047,1.7359591764604152,0.0,0.6482421892162025,0.0,0
30000,1768667342.6512272,6.756660461425781,6.756660461425781,0,0,0,5.883395195007324,5.883395195007324,859.7661738666324,9.74780054066951,359.026123046875,8.487945071427022,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002836964517831802,1.601032066328223,0.0,0.6178786938265763,0.01562952995300293,24568.877065059874
31000,1768667366.6930687,6.689514636993408,6.689514636993408,0,0,0,,,803.931958602098,9.650929592744525,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028261143565177913,1.3664756069825337,0.0,0.555116586543202,0.0,0
32000,1768667373.5889962,6.278366565704346,6.278366565704346,0,0,0,,,532.9174668306658,9.057768309224732,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028149368762969966,1.523340323945157,0.0,0.6613039385272138,0.015630722045898438,24567.003294691884
33000,1768667380.4683254,6.302574157714844,6.302574157714844,0,0,0,,,545.9755299039414,9.092692482170142,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.00028034348487854,1.5688377217928586,0.0,0.6075150707224061,0.015630483627319336,24567.378025900332
34000,1768667387.314213,7.0867438316345215,7.0867438316345215,0,0,0,,,1196.0070529810337,10.224010181949575,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002791610956192016,1.5261406434197484,0.0,0.5777941399167801,0.0,0
35000,1768667394.1438692,6.785157680511475,6.785157680511475,0,0,0,5.915576648712158,5.915576648712158,884.6195632136539,9.788913337323566,370.7679748535156,8.534373095095585,0,0,0,0,0,0,,,,,,,,,0,0,0,0.0002779468327760696,1.4995738869881199,0.0,0.6141535708314676,0.015630006790161133,24568.127522613908
