step,epoch,train_loss,train_ce,train_ppl,train_bpc,val_loss,val_ppl,val_bpc,grad_norm_total,grad_norm_mu,grad_norm_sigma,grad_norm_phi,lr_current,tokens_per_sec,step_time,beta_loss,attention_entropy,attention_concentration
50,2.5676100511046835e-06,168.2041015625,9.921568870544434,20364.91549483234,14.313798207372768,,,,224.04773823278555,219.1895751953125,6.028148651123047,30.765316009521484,0.005,2090.681232695161,0.36734437942504883,0,3.5479321479797363,0.13286161422729492
100,5.135220102209367e-06,38.956119537353516,8.008147239685059,3005.3437697728345,11.553314309402275,,,,47.25591710159995,44.94051742553711,1.0443347692489624,7.664306163787842,0.01,2047.3621778696975,0.37511682510375977,0,3.7853171825408936,0.07224702835083008
150,7.70283015331405e-06,22.218225479125977,7.525660037994385,1855.037217150877,10.857232416230747,,,,28.49776369748228,27.344606399536133,0.7404496073722839,7.582453727722168,0.009999993741512298,2136.3787512509975,0.35948681831359863,0,3.7865493297576904,0.06959190219640732
200,1.0270440204418734e-05,18.18090057373047,7.553213596343994,1906.8607764303642,10.896983798220573,,,,15.917277199913313,15.116667747497559,0.5438535213470459,4.614993095397949,0.009999975264072418,1965.4705889531322,0.3907461166381836,0,3.7890260219573975,0.06845272332429886
250,1.2838050255523418e-05,17.551902770996094,7.716358661651611,2244.770710721785,11.132352374885379,,,,17.173423907089767,15.805071830749512,0.7710942029953003,6.077940940856934,0.009999944269657135,2136.375917479717,0.35948729515075684,0,3.7868564128875732,0.06888395547866821
300,1.54056603066281e-05,16.11224365234375,7.374942779541016,1595.5005326142345,10.639793374883691,,,,10.702705271523566,9.329817771911621,0.6775098443031311,4.4905171394348145,0.009999901056289673,2136.3745005968963,0.35948753356933594,0,3.784383773803711,0.06880157440900803
350,1.7973270357732785e-05,14.907504081726074,7.259889125823975,1422.0988544211566,10.47380603922996,,,,12.577080668826067,9.802657127380371,0.5168203711509705,7.437553405761719,0.009999845623970032,2136.375917479717,0.35948729515075684,0,3.784034252166748,0.06881915032863617
400,2.0540880408837468e-05,16.313079833984375,7.335407257080078,1533.652243508521,10.582755672690343,,,,29.584916818395136,10.0493745803833,0.7762603759765625,27.770511627197266,0.009999777376651765,2136.3745005968963,0.35948753356933594,0,3.781527280807495,0.0697476714849472
450,2.310849045994215e-05,13.789459228515625,7.129436492919922,1248.1734141473528,10.285602672668375,,,,10.869000186506439,9.25094223022461,0.39657333493232727,4.6475958824157715,0.009999697208404542,2102.9954796269844,0.36519336700439453,0,3.784322500228882,0.06833931803703308
500,2.5676100511046835e-05,15.523538589477539,7.37157678604126,1590.1391165005223,10.634937272753929,,,,12.340849428992925,6.8301167488098145,0.5615636706352234,10.0574369430542,0.009999604523181915,2089.0623237618906,0.3676290512084961,0,3.7857484817504883,0.06844671070575714
550,2.8243710562151518e-05,14.958747863769531,7.246294021606445,1402.8960997774848,10.454192449794961,,,,10.912675345476936,9.831008911132812,0.43323254585266113,4.120626926422119,0.009999499320983887,2054.4931777870047,0.37381482124328613,0,3.7842793464660645,0.06855027377605438
600,3.08113206132562e-05,14.64675235748291,7.059065341949463,1163.3573161870868,10.184078562141645,,,,7.575537755975359,4.100713729858398,0.6345502734184265,6.28085470199585,0.00999938189983368,2136.3745005968963,0.35948753356933594,0,3.7825984954833984,0.06884914636611938
650,3.337893066436088e-05,15.013599395751953,7.266422271728516,1431.4200489357468,10.483231376427845,,,,11.068590246774221,4.207587718963623,0.5388323664665222,10.07071304321289,0.009999252259731292,2136.3773343644175,0.35948705673217773,0,3.7820940017700195,0.06852716952562332
700,3.594654071546557e-05,14.60753059387207,7.2108154296875,1353.9959058016786,10.403007661175776,,,,7.314304955310032,4.492207050323486,0.5742619037628174,4.604257106781006,0.009999110102653504,2136.3730837159546,0.35948777198791504,0,3.786147117614746,0.06863607466220856
750,3.851415076657025e-05,14.310755729675293,6.842172145843506,936.5211875776157,9.871167823717023,,,,7.195501482922673,3.4293103218078613,0.5664356350898743,5.99485445022583,0.009998955428600312,2047.359575328152,0.37511730194091797,0,3.784846782684326,0.06860454380512238
800,4.1081760817674935e-05,15.642444610595703,7.257804870605469,1419.1379242016153,10.470799094562274,,,,7.0960032822771755,3.48319149017334,0.42836377024650574,5.853822708129883,0.00999878853559494,2093.7210781551325,0.36681103706359863,0,3.7822179794311523,0.06961434334516525
850,4.364937086877962e-05,15.97568130493164,7.329965114593506,1525.3285593555602,10.574904320713154,,,,15.474750508647388,4.188097953796387,0.5848674178123474,14.705909729003906,0.009998609423637391,2136.3773343644175,0.35948705673217773,0,3.788984775543213,0.06837915629148483
900,4.62169809198843e-05,14.108147621154785,6.770519733428955,871.7648616101364,9.76779524365882,,,,9.417164677373137,6.968153476715088,0.5850604772567749,6.163279056549072,0.009998417794704437,2136.3716668368925,0.35948801040649414,0,3.7843127250671387,0.0689999982714653
950,4.878459097098898e-05,14.06661319732666,6.927829742431641,1020.2773105662014,9.994745613529194,,,,11.293446349131505,10.274681091308594,0.49408185482025146,3.711048126220703,0.009998213946819306,2136.3773343644175,0.35948705673217773,0,3.782252073287964,0.06831370294094086
1000,5.135220102209367e-05,16.742244720458984,7.191619396209717,1328.252431866812,10.37531363887264,14.759638404846191,1157.86572265625,10.17725250193584,11.970271830855483,9.195113182067871,0.6044833660125732,6.836867809295654,0.009997997581958771,1445.1962911169046,0.5314157009124756,0,3.7850682735443115,0.06849900633096695
